iso_code,continent,location,date,total_cases,new_cases
BRA,South America,Brazil,21/03/2020,3822499,59
IND,Asia,India,31/03/2020,3830012,7513
BRA,South America,Brazil,16/03/2020,3894179,64167
AFG,Asia,Afghanistan,05/05/2020,3894263,84
BRA,South America,Brazil,05/09/2020,3894916,653
BRA,South America,Brazil,07/08/2020,3901115,6199
ZAF,Africa,South Africa,01/06/2020,3901117,2
USA,North America,United States,05/05/2020,3901184,67
AFG,Asia,Afghanistan,13/08/2020,3926604,25420
ZAF,Africa,South Africa,25/06/2020,3926604,0
AFG,Asia,Afghanistan,24/05/2020,3939893,13289
BRA,South America,Brazil,30/03/2020,4018679,78786
ZAF,Africa,South Africa,31/05/2020,4019550,871
ZAF,Africa,South Africa,25/07/2020,4042922,23372
AFG,Asia,Afghanistan,05/04/2020,4059760,16838
AFG,Asia,Afghanistan,13/06/2020,4059774,14
GBR,Europe,United Kingdom,07/03/2020,4059914,140
AFG,Asia,Afghanistan,25/08/2020,4061465,1551
ZAF,Africa,South Africa,12/05/2020,4232306,170841
IND,Asia,India,20/06/2020,4232336,30
AFG,Asia,Afghanistan,20/08/2020,4273590,41254
USA,North America,United States,19/08/2020,4273590,0
GBR,Europe,United Kingdom,15/04/2020,4273590,0
USA,North America,United States,02/08/2020,4277524,3934
USA,North America,United States,28/05/2020,4277582,58
IND,Asia,India,25/07/2020,4277657,75
GBR,Europe,United Kingdom,14/06/2020,4279152,1495
BRA,South America,Brazil,21/04/2020,4279638,486
ZAF,Africa,South Africa,09/08/2020,4279662,24
ZAF,Africa,South Africa,20/05/2020,4280266,604
AFG,Asia,Afghanistan,07/08/2020,4281858,1592
ZAF,Africa,South Africa,26/02/2020,4282371,513
IND,Asia,India,18/06/2020,4283122,751
ZAF,Africa,South Africa,10/03/2020,4284195,1073
IND,Asia,India,02/07/2020,4284251,56
BRA,South America,Brazil,17/03/2020,4284275,24
IND,Asia,India,31/05/2020,4284302,27
BRA,South America,Brazil,30/07/2020,4284441,139
BRA,South America,Brazil,04/03/2020,4285199,758
BRA,South America,Brazil,28/04/2020,4285242,43
IND,Asia,India,16/03/2020,4285268,26
BRA,South America,Brazil,15/04/2020,4305722,20454
IND,Asia,India,13/06/2020,4305921,199
GBR,Europe,United Kingdom,25/08/2020,4306122,201
BRA,South America,Brazil,02/08/2020,4316287,10165
IND,Asia,India,13/05/2020,4316324,37
IND,Asia,India,30/07/2020,4323429,7105
IND,Asia,India,24/07/2020,4341859,18430
AFG,Asia,Afghanistan,05/07/2020,4371415,29556
AFG,Asia,Afghanistan,16/04/2020,4371552,137
BRA,South America,Brazil,24/08/2020,4372243,691
ZAF,Africa,South Africa,17/03/2020,4372368,125
GBR,Europe,United Kingdom,08/06/2020,4372368,0
ZAF,Africa,South Africa,24/05/2020,4659517,287149
BRA,South America,Brazil,21/06/2020,4659864,347
USA,North America,United States,10/07/2020,4667389,7525
USA,North America,United States,22/06/2020,4668022,633
GBR,Europe,United Kingdom,02/08/2020,4668037,15
GBR,Europe,United Kingdom,26/05/2020,4668378,341
GBR,Europe,United Kingdom,25/04/2020,4669511,1133
AFG,Asia,Afghanistan,15/05/2020,4678018,8507
AFG,Asia,Afghanistan,27/07/2020,4689766,11748
USA,North America,United States,01/03/2020,4689766,0
GBR,Europe,United Kingdom,02/06/2020,4754974,65208
IND,Asia,India,27/07/2020,4755088,114
ZAF,Africa,South Africa,07/05/2020,4765678,10590
USA,North America,United States,10/07/2020,4766626,948
GBR,Europe,United Kingdom,20/04/2020,4776362,9736
IND,Asia,India,24/03/2020,4856406,80044
GBR,Europe,United Kingdom,26/02/2020,4856438,32
BRA,South America,Brazil,29/07/2020,4856488,50
IND,Asia,India,08/03/2020,4856544,56
ZAF,Africa,South Africa,10/05/2020,4856544,0
BRA,South America,Brazil,16/05/2020,4856673,129
AFG,Asia,Afghanistan,25/07/2020,4857793,1120
USA,North America,United States,10/07/2020,4857997,204
GBR,Europe,United Kingdom,12/05/2020,4858032,35
USA,North America,United States,18/08/2020,4859533,1501
ZAF,Africa,South Africa,01/04/2020,4859574,41
GBR,Europe,United Kingdom,09/09/2020,4859574,0
BRA,South America,Brazil,14/07/2020,4899088,39514
IND,Asia,India,30/07/2020,4899125,37
IND,Asia,India,03/04/2020,4900449,1324
GBR,Europe,United Kingdom,12/07/2020,4919394,18945
BRA,South America,Brazil,14/07/2020,4919994,600
GBR,Europe,United Kingdom,01/07/2020,4920333,339
GBR,Europe,United Kingdom,01/05/2020,4920351,18
GBR,Europe,United Kingdom,12/04/2020,4922176,1825
IND,Asia,India,12/03/2020,4922313,137
ZAF,Africa,South Africa,05/08/2020,4922322,9
GBR,Europe,United Kingdom,27/04/2020,4922575,253
IND,Asia,India,29/05/2020,4922627,52
AFG,Asia,Afghanistan,22/03/2020,4922660,33
BRA,South America,Brazil,01/08/2020,4923225,565
AFG,Asia,Afghanistan,10/09/2020,4923310,85
GBR,Europe,United Kingdom,19/03/2020,4923453,143
IND,Asia,India,16/08/2020,4953849,30396
BRA,South America,Brazil,20/07/2020,4955300,1451
USA,North America,United States,02/08/2020,4955300,0
BRA,South America,Brazil,24/03/2020,4955302,2
BRA,South America,Brazil,06/08/2020,4985146,29844
GBR,Europe,United Kingdom,22/08/2020,4985146,0
AFG,Asia,Afghanistan,04/06/2020,4985146,0
AFG,Asia,Afghanistan,19/06/2020,111144,125998
USA,North America,United States,08/06/2020,111190,46
GBR,Europe,United Kingdom,07/05/2020,135555,24365
BRA,South America,Brazil,02/05/2020,135557,2
ZAF,Africa,South Africa,02/03/2020,135603,46
AFG,Asia,Afghanistan,25/06/2020,135603,0
AFG,Asia,Afghanistan,30/05/2020,138164,2561
IND,Asia,India,03/06/2020,138169,5
BRA,South America,Brazil,24/02/2020,138623,454
GBR,Europe,United Kingdom,28/05/2020,189654,51031
AFG,Asia,Afghanistan,01/03/2020,277074,87420
GBR,Europe,United Kingdom,25/04/2020,277074,0
BRA,South America,Brazil,13/06/2020,282817,5743
BRA,South America,Brazil,20/05/2020,282817,0
AFG,Asia,Afghanistan,27/08/2020,282847,30
USA,North America,United States,20/05/2020,290942,8095
GBR,Europe,United Kingdom,25/06/2020,291288,346
GBR,Europe,United Kingdom,02/03/2020,291509,221
IND,Asia,India,27/04/2020,291553,44
BRA,South America,Brazil,08/07/2020,292115,562
BRA,South America,Brazil,03/07/2020,292729,614
AFG,Asia,Afghanistan,29/06/2020,293035,306
AFG,Asia,Afghanistan,27/08/2020,294029,994
AFG,Asia,Afghanistan,29/06/2020,295734,1705
IND,Asia,India,01/08/2020,295734,0
USA,North America,United States,18/06/2020,296547,813
AFG,Asia,Afghanistan,06/09/2020,356634,60087
AFG,Asia,Afghanistan,12/04/2020,357226,592
ZAF,Africa,South Africa,07/08/2020,362608,5382
AFG,Asia,Afghanistan,02/07/2020,362626,18
IND,Asia,India,29/06/2020,362626,0
GBR,Europe,United Kingdom,09/07/2020,362676,50
USA,North America,United States,09/04/2020,362684,8
GBR,Europe,United Kingdom,28/04/2020,363482,798
ZAF,Africa,South Africa,18/08/2020,363508,26
BRA,South America,Brazil,29/07/2020,365376,1868
BRA,South America,Brazil,23/05/2020,366682,1306
AFG,Asia,Afghanistan,23/03/2020,367125,443
ZAF,Africa,South Africa,27/03/2020,408402,41277
GBR,Europe,United Kingdom,22/03/2020,414729,6327
IND,Asia,India,28/05/2020,414759,30
USA,North America,United States,16/05/2020,414777,18
GBR,Europe,United Kingdom,14/06/2020,414806,29
ZAF,Africa,South Africa,26/07/2020,414806,0
ZAF,Africa,South Africa,16/06/2020,415091,285
GBR,Europe,United Kingdom,23/03/2020,415645,554
USA,North America,United States,11/07/2020,417550,1905
GBR,Europe,United Kingdom,04/06/2020,417561,11
GBR,Europe,United Kingdom,03/08/2020,417900,339
USA,North America,United States,06/06/2020,435945,18045
IND,Asia,India,11/04/2020,436004,59
ZAF,Africa,South Africa,27/07/2020,436004,0
USA,North America,United States,26/06/2020,487471,51467
AFG,Asia,Afghanistan,10/09/2020,487658,187
AFG,Asia,Afghanistan,09/08/2020,487658,0
AFG,Asia,Afghanistan,31/07/2020,491641,3983
AFG,Asia,Afghanistan,03/09/2020,496587,4946
BRA,South America,Brazil,08/08/2020,496587,0
IND,Asia,India,13/06/2020,503818,7231
BRA,South America,Brazil,18/03/2020,504503,685
GBR,Europe,United Kingdom,06/09/2020,504530,27
GBR,Europe,United Kingdom,17/03/2020,504716,186
USA,North America,United States,30/08/2020,505999,1283
AFG,Asia,Afghanistan,27/07/2020,558527,52528
USA,North America,United States,10/03/2020,558527,0
GBR,Europe,United Kingdom,14/08/2020,558542,15
AFG,Asia,Afghanistan,21/03/2020,558556,14
ZAF,Africa,South Africa,05/07/2020,558571,15
IND,Asia,India,28/08/2020,598483,39912
GBR,Europe,United Kingdom,10/09/2020,599369,886
ZAF,Africa,South Africa,29/03/2020,602715,3346
USA,North America,United States,08/09/2020,603376,661
ZAF,Africa,South Africa,15/08/2020,603376,0
USA,North America,United States,19/04/2020,604679,1303
GBR,Europe,United Kingdom,29/06/2020,604737,58
BRA,South America,Brazil,24/07/2020,604801,64
IND,Asia,India,10/07/2020,607022,2221
ZAF,Africa,South Africa,01/04/2020,616870,9848
ZAF,Africa,South Africa,08/09/2020,616870,0
GBR,Europe,United Kingdom,17/08/2020,618692,1822
GBR,Europe,United Kingdom,03/03/2020,619088,396
USA,North America,United States,19/08/2020,623363,4275
AFG,Asia,Afghanistan,02/05/2020,623427,64
AFG,Asia,Afghanistan,17/08/2020,624284,857
AFG,Asia,Afghanistan,08/08/2020,637145,12861
USA,North America,United States,28/02/2020,650003,12858
AFG,Asia,Afghanistan,17/05/2020,650036,33
GBR,Europe,United Kingdom,11/07/2020,650074,38
BRA,South America,Brazil,23/04/2020,650104,30
BRA,South America,Brazil,27/07/2020,650104,0
BRA,South America,Brazil,07/07/2020,650116,12
AFG,Asia,Afghanistan,29/08/2020,650210,94
BRA,South America,Brazil,19/08/2020,651125,915
ZAF,Africa,South Africa,30/04/2020,651402,277
AFG,Asia,Afghanistan,02/05/2020,651411,9
ZAF,Africa,South Africa,24/08/2020,651426,15
GBR,Europe,United Kingdom,10/05/2020,675847,24421
ZAF,Africa,South Africa,16/07/2020,675967,120
GBR,Europe,United Kingdom,20/06/2020,675967,0
USA,North America,United States,06/03/2020,677217,1250
USA,North America,United States,21/03/2020,746706,69489
ZAF,Africa,South Africa,02/08/2020,746706,0
IND,Asia,India,18/05/2020,746708,2
GBR,Europe,United Kingdom,10/06/2020,746892,184
AFG,Asia,Afghanistan,18/04/2020,746974,82
IND,Asia,India,15/04/2020,747671,697
GBR,Europe,United Kingdom,31/03/2020,748193,522
AFG,Asia,Afghanistan,15/06/2020,748225,32
GBR,Europe,United Kingdom,22/06/2020,748896,671
GBR,Europe,United Kingdom,09/03/2020,749138,242
AFG,Asia,Afghanistan,17/05/2020,749202,64
GBR,Europe,United Kingdom,16/05/2020,762426,13224
GBR,Europe,United Kingdom,28/04/2020,765721,3295
GBR,Europe,United Kingdom,06/09/2020,765849,128
USA,North America,United States,26/02/2020,767498,1649
BRA,South America,Brazil,10/09/2020,767498,0
GBR,Europe,United Kingdom,07/06/2020,767498,0
AFG,Asia,Afghanistan,05/07/2020,767548,50
ZAF,Africa,South Africa,09/07/2020,768320,772
GBR,Europe,United Kingdom,01/07/2020,768360,40
USA,North America,United States,24/03/2020,768981,621
USA,North America,United States,04/05/2020,770028,1047
ZAF,Africa,South Africa,20/07/2020,770136,108
GBR,Europe,United Kingdom,26/05/2020,791164,21028
IND,Asia,India,21/03/2020,791181,17
ZAF,Africa,South Africa,26/04/2020,792592,1411
BRA,South America,Brazil,14/05/2020,792607,15
AFG,Asia,Afghanistan,25/03/2020,799042,6435
AFG,Asia,Afghanistan,19/07/2020,819281,20239
AFG,Asia,Afghanistan,16/06/2020,824590,5309
AFG,Asia,Afghanistan,04/06/2020,825391,801
USA,North America,United States,26/05/2020,825446,55
BRA,South America,Brazil,31/08/2020,825464,18
GBR,Europe,United Kingdom,07/07/2020,827253,1789
GBR,Europe,United Kingdom,06/08/2020,827253,0
IND,Asia,India,04/05/2020,827258,5
GBR,Europe,United Kingdom,19/05/2020,827739,481
BRA,South America,Brazil,08/07/2020,828369,630
GBR,Europe,United Kingdom,26/08/2020,828527,158
USA,North America,United States,22/03/2020,828541,14
ZAF,Africa,South Africa,15/05/2020,828541,0
GBR,Europe,United Kingdom,28/05/2020,829357,816
AFG,Asia,Afghanistan,11/03/2020,829710,353
AFG,Asia,Afghanistan,11/07/2020,829721,11
ZAF,Africa,South Africa,15/07/2020,830129,408
AFG,Asia,Afghanistan,30/07/2020,830217,88
AFG,Asia,Afghanistan,28/05/2020,831563,1346
USA,North America,United States,23/06/2020,833448,1885
USA,North America,United States,29/02/2020,835328,1880
USA,North America,United States,06/03/2020,835594,266
GBR,Europe,United Kingdom,20/05/2020,835594,0
ZAF,Africa,South Africa,30/08/2020,839109,3515
AFG,Asia,Afghanistan,05/06/2020,839436,327
IND,Asia,India,06/06/2020,839454,18
ZAF,Africa,South Africa,05/08/2020,839454,0
IND,Asia,India,29/03/2020,839853,399
AFG,Asia,Afghanistan,30/04/2020,839876,23
BRA,South America,Brazil,08/06/2020,839952,76
ZAF,Africa,South Africa,25/05/2020,839982,30
GBR,Europe,United Kingdom,26/04/2020,839982,0
IND,Asia,India,16/05/2020,844525,4543
ZAF,Africa,South Africa,09/08/2020,845295,770
ZAF,Africa,South Africa,15/05/2020,845426,131
USA,North America,United States,25/03/2020,845426,0
BRA,South America,Brazil,31/03/2020,846125,699
USA,North America,United States,05/07/2020,846125,0
BRA,South America,Brazil,17/06/2020,849155,3030
BRA,South America,Brazil,23/06/2020,850198,1043
GBR,Europe,United Kingdom,04/07/2020,850212,14
ZAF,Africa,South Africa,20/06/2020,850255,43
USA,North America,United States,26/07/2020,890205,39950
USA,North America,United States,24/07/2020,896511,6306
IND,Asia,India,08/08/2020,896648,137
ZAF,Africa,South Africa,25/08/2020,903129,6481
AFG,Asia,Afghanistan,23/08/2020,903363,234
AFG,Asia,Afghanistan,01/04/2020,903430,67
IND,Asia,India,12/06/2020,907105,3675
BRA,South America,Brazil,23/08/2020,907140,35
IND,Asia,India,19/07/2020,926199,19059
IND,Asia,India,20/03/2020,926496,297
USA,North America,United States,29/06/2020,926508,12
IND,Asia,India,15/04/2020,926572,64
BRA,South America,Brazil,20/06/2020,926911,339
AFG,Asia,Afghanistan,24/04/2020,926972,61
GBR,Europe,United Kingdom,05/09/2020,938232,11260
ZAF,Africa,South Africa,22/07/2020,938839,607
IND,Asia,India,17/07/2020,939331,492
ZAF,Africa,South Africa,11/07/2020,940130,799
IND,Asia,India,13/06/2020,940267,137
ZAF,Africa,South Africa,08/08/2020,940460,193
USA,North America,United States,30/08/2020,946621,6161
USA,North America,United States,12/04/2020,952198,5577
ZAF,Africa,South Africa,09/06/2020,952372,174
IND,Asia,India,26/05/2020,952459,87
IND,Asia,India,26/06/2020,952497,38
BRA,South America,Brazil,24/04/2020,952514,17
AFG,Asia,Afghanistan,12/07/2020,969719,17205
AFG,Asia,Afghanistan,13/07/2020,969763,44
GBR,Europe,United Kingdom,21/04/2020,969763,0
AFG,Asia,Afghanistan,05/03/2020,972086,2323
GBR,Europe,United Kingdom,02/09/2020,972164,78
USA,North America,United States,31/07/2020,972164,0
GBR,Europe,United Kingdom,11/07/2020,979708,7544
GBR,Europe,United Kingdom,24/06/2020,1086218,106510
AFG,Asia,Afghanistan,07/06/2020,1086223,5
IND,Asia,India,12/08/2020,1086264,41
USA,North America,United States,30/03/2020,1086264,0
BRA,South America,Brazil,02/07/2020,1086264,0
GBR,Europe,United Kingdom,20/05/2020,1087247,983
GBR,Europe,United Kingdom,24/04/2020,1087411,164
ZAF,Africa,South Africa,05/08/2020,1087478,67
GBR,Europe,United Kingdom,11/05/2020,1087700,222
IND,Asia,India,12/04/2020,1087828,128
BRA,South America,Brazil,27/07/2020,1088044,216
ZAF,Africa,South Africa,12/07/2020,1088720,676
AFG,Asia,Afghanistan,27/08/2020,1089012,292
USA,North America,United States,29/02/2020,1090487,1475
IND,Asia,India,07/04/2020,1090495,8
BRA,South America,Brazil,16/08/2020,1117254,26759
USA,North America,United States,17/03/2020,1117301,47
AFG,Asia,Afghanistan,17/06/2020,1117301,0
USA,North America,United States,31/05/2020,1128020,10719
ZAF,Africa,South Africa,10/06/2020,1128020,0
GBR,Europe,United Kingdom,29/05/2020,1128047,27
GBR,Europe,United Kingdom,20/03/2020,1128097,50
IND,Asia,India,07/07/2020,1134943,6846
USA,North America,United States,01/08/2020,1137119,2176
GBR,Europe,United Kingdom,27/03/2020,1138641,1522
IND,Asia,India,15/05/2020,1138713,72
IND,Asia,India,20/07/2020,1155913,17200
ZAF,Africa,South Africa,28/05/2020,1156042,129
IND,Asia,India,07/09/2020,1157016,974
AFG,Asia,Afghanistan,21/08/2020,1157569,553
GBR,Europe,United Kingdom,11/08/2020,1157575,6
GBR,Europe,United Kingdom,01/07/2020,1157575,0
BRA,South America,Brazil,01/09/2020,1157994,419
AFG,Asia,Afghanistan,01/03/2020,1166791,8797
GBR,Europe,United Kingdom,26/06/2020,1166821,30
ZAF,Africa,South Africa,21/04/2020,1168330,1509
GBR,Europe,United Kingdom,19/05/2020,1168444,114
BRA,South America,Brazil,19/08/2020,1168586,142
USA,North America,United States,28/03/2020,1168740,154
USA,North America,United States,14/04/2020,1168740,0
AFG,Asia,Afghanistan,22/06/2020,1175000,6260
IND,Asia,India,10/07/2020,1175196,196
BRA,South America,Brazil,13/06/2020,1175225,29
BRA,South America,Brazil,08/06/2020,1176075,850
GBR,Europe,United Kingdom,20/03/2020,1176314,239
ZAF,Africa,South Africa,26/03/2020,1176328,14
GBR,Europe,United Kingdom,26/06/2020,1176407,79
ZAF,Africa,South Africa,11/08/2020,1176585,178
BRA,South America,Brazil,31/08/2020,1179730,3145
IND,Asia,India,06/03/2020,1182160,2430
USA,North America,United States,09/08/2020,1182224,64
AFG,Asia,Afghanistan,20/05/2020,1199377,17153
ZAF,Africa,South Africa,11/05/2020,1199392,15
USA,North America,United States,28/03/2020,1199392,0
AFG,Asia,Afghanistan,03/05/2020,1226288,26896
IND,Asia,India,27/07/2020,1226557,269
BRA,South America,Brazil,02/03/2020,1232814,6257
IND,Asia,India,16/08/2020,1232966,152
ZAF,Africa,South Africa,14/05/2020,1232998,32
BRA,South America,Brazil,20/03/2020,1234097,1099
GBR,Europe,United Kingdom,20/04/2020,1236149,2052
AFG,Asia,Afghanistan,07/07/2020,1236170,21
GBR,Europe,United Kingdom,20/03/2020,1240555,4385
BRA,South America,Brazil,28/08/2020,1240624,69
AFG,Asia,Afghanistan,16/06/2020,1240636,12
AFG,Asia,Afghanistan,20/06/2020,1244701,4065
GBR,Europe,United Kingdom,07/09/2020,1244765,64
AFG,Asia,Afghanistan,18/06/2020,1244765,0
BRA,South America,Brazil,10/04/2020,1244964,199
ZAF,Africa,South Africa,04/06/2020,1245183,219
ZAF,Africa,South Africa,26/06/2020,1245213,30
BRA,South America,Brazil,04/08/2020,1421097,175884
GBR,Europe,United Kingdom,30/07/2020,1421216,119
IND,Asia,India,19/08/2020,1427344,6128
BRA,South America,Brazil,18/03/2020,1427344,0
ZAF,Africa,South Africa,24/03/2020,1427346,2
BRA,South America,Brazil,17/04/2020,1427835,489
AFG,Asia,Afghanistan,30/04/2020,1427954,119
AFG,Asia,Afghanistan,26/03/2020,1427954,0
BRA,South America,Brazil,02/03/2020,1435711,7757
GBR,Europe,United Kingdom,19/08/2020,1435761,50
IND,Asia,India,16/08/2020,1436478,717
AFG,Asia,Afghanistan,09/04/2020,1436641,163
ZAF,Africa,South Africa,13/05/2020,1436685,44
AFG,Asia,Afghanistan,29/03/2020,1436754,69
ZAF,Africa,South Africa,30/08/2020,1437564,810
IND,Asia,India,22/05/2020,1438138,574
AFG,Asia,Afghanistan,12/05/2020,1441358,3220
GBR,Europe,United Kingdom,20/08/2020,1446184,4826
ZAF,Africa,South Africa,01/09/2020,1446234,50
AFG,Asia,Afghanistan,08/07/2020,1514747,68513
AFG,Asia,Afghanistan,28/03/2020,1514809,62
BRA,South America,Brazil,19/03/2020,1514809,0
GBR,Europe,United Kingdom,15/06/2020,1515321,512
GBR,Europe,United Kingdom,13/08/2020,1519544,4223
BRA,South America,Brazil,16/05/2020,1519544,0
ZAF,Africa,South Africa,06/04/2020,1519544,0
USA,North America,United States,28/06/2020,1519588,44
IND,Asia,India,19/08/2020,1519612,24
GBR,Europe,United Kingdom,07/03/2020,1525425,5813
USA,North America,United States,15/08/2020,1525425,0
ZAF,Africa,South Africa,27/06/2020,1537262,11837
IND,Asia,India,09/05/2020,1556802,19540
GBR,Europe,United Kingdom,20/05/2020,1556930,128
AFG,Asia,Afghanistan,22/08/2020,1557102,172
GBR,Europe,United Kingdom,01/09/2020,1558229,1127
IND,Asia,India,06/06/2020,1558229,0
USA,North America,United States,02/07/2020,1558229,0
AFG,Asia,Afghanistan,03/04/2020,1558229,0
IND,Asia,India,17/03/2020,1558235,6
ZAF,Africa,South Africa,28/08/2020,1563904,5669
IND,Asia,India,02/05/2020,1596607,32703
GBR,Europe,United Kingdom,28/03/2020,1597622,1015
