status,attendance,homework,prior-gpa,study-hours,parent-ed,first-gen,internet,extra-help,course-load,commute,sleep-band,device,peer-group,home-lang,iep,sports,job-hours,tardies,class-size,school-type,setting,advisor,roster-flag
o,u,c,m,m,g,f,t,f,l,c,v,t,s,e,f,f,l,o,s,i,u,f,e
o,u,c,l,m,s,f,f,f,n,c,s,t,d,e,f,f,n,r,s,p,r,?,e
o,a,c,l,l,n,f,t,f,l,n,s,t,s,e,f,f,n,f,l,c,r,b,e
r,r,m,l,h,p,t,t,f,h,c,s,p,d,e,f,t,n,f,s,p,u,?,e
o,a,m,h,l,b,t,t,t,n,w,s,t,s,o,f,f,l,o,s,p,s,b,e
r,n,p,m,m,b,f,t,f,n,w,a,p,m,e,f,t,n,r,s,p,u,f,e
o,a,c,h,h,b,f,f,t,n,b,a,l,m,e,f,f,n,r,m,p,u,f,e
r,r,m,l,l,p,t,t,f,n,b,s,l,m,e,f,t,n,r,l,p,u,f,e
r,r,p,m,l,b,f,t,f,n,c,a,t,s,e,f,f,h,o,m,p,s,b,e
r,n,c,h,h,g,f,t,f,n,c,s,l,s,o,f,f,h,r,l,p,u,?,e
r,r,p,l,l,b,f,t,f,h,b,v,l,m,o,t,t,n,r,s,p,r,b,e
o,s,p,m,l,n,t,t,t,n,n,s,l,d,e,t,f,n,r,l,p,r,b,e
o,s,c,m,l,b,f,t,f,n,b,s,l,s,e,f,t,l,o,s,p,r,b,e
r,s,p,l,h,s,t,t,f,n,c,a,l,m,e,f,t,h,r,m,p,r,f,e
r,a,p,m,h,b,f,f,t,h,c,a,p,s,o,f,f,l,o,l,p,s,f,e
o,u,c,m,l,s,f,t,f,n,b,a,t,s,o,f,t,h,r,s,p,u,f,e
o,u,c,h,l,s,f,t,f,n,b,a,l,s,o,f,t,n,r,m,p,r,f,e
r,r,p,h,h,p,t,t,f,n,w,v,p,d,e,f,t,n,f,s,p,u,f,e
r,u,p,h,m,s,t,t,f,n,w,v,l,m,e,t,f,h,r,m,i,s,f,e
r,u,m,m,h,b,f,t,t,h,b,s,l,m,e,t,f,h,o,s,p,u,f,e
r,s,m,m,m,s,f,f,f,n,c,s,l,m,e,f,f,l,o,l,i,s,b,e
o,a,p,m,m,g,t,t,f,n,b,a,l,s,o,f,f,h,o,s,p,r,?,e
o,a,p,m,h,b,t,t,f,n,c,a,p,m,e,t,f,n,r,s,p,u,b,e
o,u,p,h,m,n,f,t,f,n,b,a,l,d,e,f,f,h,r,s,p,r,?,e
r,u,p,m,m,s,f,t,f,l,b,v,l,m,e,t,f,n,f,l,p,s,?,e
o,a,c,l,m,p,f,t,f,h,b,s,p,m,e,f,t,n,f,s,p,r,b,e
o,u,p,h,l,g,f,t,f,l,w,a,t,m,e,f,f,l,f,l,p,s,?,e
o,u,p,m,h,p,t,t,f,n,b,a,p,s,e,f,f,n,r,m,p,u,b,e
o,u,p,h,h,p,f,t,f,n,b,a,t,s,e,t,t,n,r,s,p,s,b,e
o,u,m,m,m,s,f,t,f,l,n,a,p,s,e,f,f,n,o,m,i,u,?,e
o,s,p,m,m,g,t,t,f,l,c,a,p,m,e,t,f,h,r,l,p,s,f,e
o,u,c,h,m,p,f,t,t,h,w,a,p,s,e,f,f,l,f,l,p,r,?,e
r,n,c,m,l,p,t,t,f,n,b,v,l,s,e,t,t,h,f,s,p,s,?,e
r,r,c,l,m,b,t,f,f,h,c,a,l,s,e,f,t,n,r,m,p,s,b,e
o,u,c,h,m,n,f,t,t,l,n,s,t,d,o,f,f,l,o,l,p,u,?,e
o,u,c,m,l,p,t,t,f,l,n,a,t,s,e,f,f,n,r,m,p,s,b,e
o,u,c,m,l,b,f,f,f,n,c,a,l,m,e,t,f,n,o,m,p,u,b,e
r,r,c,h,m,b,t,t,f,l,b,a,l,s,e,f,t,l,o,l,c,r,b,e
o,s,c,m,h,b,t,t,t,n,c,s,l,s,e,f,f,n,r,m,p,s,b,e
r,r,p,m,m,s,f,f,t,h,c,a,l,d,e,f,f,h,o,l,p,s,?,e
o,u,p,h,h,p,t,f,t,n,c,s,t,s,e,f,f,l,r,m,p,s,f,e
o,s,c,l,m,p,f,t,f,n,c,a,l,s,e,f,t,n,r,s,p,s,?,e
o,u,c,m,m,b,t,t,f,n,b,v,l,d,e,t,f,h,r,s,p,u,b,e
o,s,c,m,m,s,f,t,f,l,b,a,l,m,e,f,f,l,r,m,p,u,b,e
o,a,c,h,m,s,f,f,f,n,b,s,l,m,e,f,t,n,r,s,p,s,b,e
o,s,c,h,l,s,f,t,f,n,n,s,t,m,e,f,t,l,r,l,p,s,f,e
o,r,c,m,h,s,t,t,f,l,b,v,l,s,e,f,t,n,r,l,c,u,b,e
o,a,c,m,h,s,f,t,f,n,w,v,t,m,e,t,f,h,f,m,p,r,b,e
r,s,m,h,l,b,t,t,f,n,b,s,l,s,e,f,f,l,f,m,p,u,?,e
o,a,p,m,h,b,t,f,f,n,c,s,t,s,o,t,t,l,o,m,p,s,?,e
r,s,m,m,h,p,f,t,t,n,n,s,l,m,e,f,f,n,o,l,c,s,b,e
o,a,c,m,h,b,t,t,f,n,b,v,t,s,e,f,f,l,o,m,p,u,b,e
r,n,c,l,m,s,f,t,f,n,c,s,l,s,e,t,f,l,o,s,p,r,b,e
r,a,m,m,m,n,t,t,f,n,b,v,p,d,e,f,f,n,o,s,i,s,b,e
r,n,c,m,m,p,f,t,f,l,b,a,p,m,e,f,f,n,o,s,p,r,f,e
r,r,p,l,m,s,f,f,t,h,b,a,t,s,e,f,f,n,o,m,p,u,f,e
r,s,m,m,m,b,f,t,f,n,c,a,l,s,e,t,f,l,r,m,p,s,f,e
r,s,p,l,h,s,f,t,t,h,n,s,l,m,e,f,f,h,o,l,c,s,b,e
r,s,c,l,l,s,t,t,f,n,c,s,l,s,e,f,f,l,f,m,p,s,b,e
r,n,p,m,l,s,t,t,f,n,b,a,l,s,e,f,f,h,r,s,p,r,b,e
r,a,c,m,m,g,f,t,f,n,b,s,t,d,e,f,f,h,f,m,p,u,b,e
o,s,c,l,m,b,f,t,f,n,c,s,t,m,e,f,t,l,o,l,i,s,?,e
o,a,c,l,l,s,f,t,f,n,n,s,t,m,e,f,f,n,r,m,c,s,b,e
o,s,m,h,h,n,f,t,f,n,c,a,l,m,e,f,f,n,r,m,p,s,b,e
o,a,p,h,m,s,f,t,t,n,c,a,l,s,e,t,t,n,f,l,i,s,?,e
o,u,c,m,l,g,f,t,t,h,c,s,l,m,e,f,f,l,r,l,p,s,b,e
o,u,c,l,h,b,f,t,f,n,b,a,l,s,e,f,f,l,o,m,p,s,f,e
o,u,p,l,h,s,t,t,t,l,b,s,l,s,e,f,f,l,o,m,p,s,f,e
r,u,m,l,m,s,f,t,t,l,n,a,p,s,e,f,f,l,r,m,p,u,b,e
o,s,c,h,m,g,t,t,f,l,b,a,l,s,e,f,f,l,r,s,p,u,?,e
o,s,c,l,m,n,t,t,t,h,b,a,t,d,o,f,t,h,o,m,c,u,?,e
o,u,m,h,h,p,f,t,t,n,w,a,n,s,e,f,f,n,o,m,p,u,?,e
r,s,m,m,m,p,t,t,f,h,b,v,n,s,o,f,f,n,r,s,p,r,f,e
r,n,m,m,h,s,f,f,f,n,b,a,l,d,e,f,f,l,r,m,p,u,?,e
o,a,c,m,l,p,f,t,t,h,b,a,t,m,o,t,t,l,f,s,p,r,f,e
o,a,c,m,h,s,f,t,f,n,n,s,p,s,o,f,f,n,r,l,p,s,b,e
o,a,c,h,h,s,f,f,f,h,n,a,l,s,e,f,t,n,f,m,c,u,f,e
o,s,c,h,m,g,f,t,f,n,n,s,t,s,e,t,t,n,o,m,p,u,f,e
o,u,m,l,h,b,f,t,f,n,b,s,n,m,e,t,f,n,r,l,i,r,?,e
o,s,c,h,m,b,f,t,f,n,c,v,p,s,e,f,t,h,o,m,c,s,?,e
o,s,p,m,h,p,f,t,f,n,b,a,p,d,o,f,f,n,o,m,p,u,f,e
r,u,m,h,m,s,f,f,t,l,b,s,t,m,e,t,f,l,r,s,c,u,f,e
r,r,m,m,h,n,f,t,f,n,b,a,t,m,e,f,f,n,o,l,p,s,?,e
o,s,p,h,m,s,f,t,t,n,b,s,l,d,e,f,t,l,r,m,c,s,?,e
r,a,m,m,h,g,f,t,f,n,b,a,p,s,e,f,f,h,r,s,i,s,f,e
r,u,c,m,m,s,f,f,f,n,b,s,p,m,e,f,f,n,f,s,i,u,b,e
o,u,c,h,h,g,t,t,f,h,b,s,l,m,e,f,f,h,r,s,i,s,b,e
o,a,c,l,l,p,f,t,f,n,w,s,p,m,o,t,f,l,o,m,c,u,?,e
o,a,m,h,m,b,f,t,f,n,c,a,l,s,e,f,f,n,r,l,i,s,f,e
r,n,m,l,h,b,f,t,t,n,b,a,p,s,o,f,f,n,r,m,p,u,f,e
o,u,c,h,h,s,f,t,f,n,c,a,t,s,o,f,f,h,r,s,p,s,b,e
o,u,c,l,h,p,f,t,f,n,w,a,l,s,o,f,f,n,o,m,p,u,b,e
o,s,c,h,h,s,f,t,f,h,b,a,l,m,o,f,f,n,o,s,p,r,f,e
o,u,c,m,m,g,t,t,f,l,w,a,t,d,e,t,t,n,o,l,p,u,f,e
r,n,m,m,m,s,t,t,f,n,n,a,p,m,e,t,f,l,f,s,c,s,?,e
o,s,c,m,l,g,t,t,f,n,c,s,l,d,o,f,f,n,r,m,c,s,b,e
r,u,p,l,l,s,f,t,f,n,c,s,l,d,e,f,t,l,o,m,p,r,f,e
o,u,p,h,h,s,f,t,f,l,b,s,l,s,e,f,f,n,r,s,p,r,?,e
r,n,c,m,h,b,f,t,f,l,b,s,n,m,e,f,f,h,o,l,c,s,b,e
o,s,c,l,h,s,f,t,t,l,c,a,l,m,e,f,t,n,o,m,c,u,?,e
r,n,m,l,h,g,f,f,t,n,b,v,l,s,o,f,t,n,r,m,i,u,b,e
o,a,p,m,m,b,f,t,f,n,w,s,l,m,e,f,t,n,r,s,p,u,?,e
r,r,c,m,h,s,t,f,f,h,b,s,l,m,e,f,t,l,f,m,p,s,?,e
r,s,c,l,h,b,t,t,f,h,c,v,n,m,e,f,f,n,r,s,i,r,b,e
o,a,m,l,h,g,f,t,t,l,w,s,t,m,e,f,t,n,r,m,p,r,f,e
r,s,m,l,m,s,f,t,f,l,w,s,p,m,e,f,t,l,o,m,p,s,b,e
r,s,m,l,h,s,f,t,f,h,b,s,n,s,o,t,t,n,o,s,p,u,b,e
o,a,p,m,l,p,t,t,f,n,b,s,p,s,e,f,f,n,r,s,p,s,b,e
r,u,m,m,m,p,f,t,f,n,b,v,p,s,e,f,f,n,f,l,c,s,b,e
r,r,c,m,m,s,t,f,t,n,b,a,p,m,e,f,f,n,o,m,p,r,b,e
o,u,p,h,m,s,t,t,f,l,c,a,t,m,e,f,t,l,r,s,i,u,b,e
o,u,c,l,m,s,t,t,t,n,w,a,p,d,e,f,f,l,f,m,i,r,b,e
o,u,p,m,m,p,t,t,f,n,c,a,p,d,e,f,t,n,f,m,c,s,?,e
r,u,m,h,m,s,f,t,f,n,b,s,n,s,e,f,f,n,r,m,p,r,b,e
r,r,m,m,m,n,f,t,t,h,b,s,p,d,e,f,f,n,o,s,i,r,f,e
o,s,p,h,m,s,t,t,f,l,c,a,t,s,o,f,f,n,r,s,p,u,b,e
o,a,p,h,h,b,f,t,t,l,c,a,l,s,e,f,f,n,r,m,p,s,f,e
r,n,m,m,m,p,f,t,f,h,c,a,n,m,e,f,t,n,r,l,c,u,f,e
r,r,m,m,m,b,t,t,t,h,b,s,t,s,e,f,t,l,f,m,p,s,b,e
r,u,p,m,m,n,f,f,f,n,c,a,n,m,e,f,f,n,r,m,p,u,b,e
r,r,c,h,l,b,t,f,f,n,c,a,l,s,e,f,f,n,r,l,p,u,?,e
o,a,c,m,m,s,f,t,t,n,b,a,t,m,o,t,f,n,o,m,p,u,f,e
r,n,m,h,l,s,f,f,t,l,b,s,p,s,e,f,f,l,r,l,p,r,f,e
r,s,p,l,m,g,t,t,t,h,b,a,l,s,e,f,f,n,r,m,p,s,f,e
r,s,p,h,m,s,f,t,f,n,c,s,l,d,o,f,t,n,f,s,p,u,b,e
r,a,p,l,m,b,f,t,t,l,b,v,p,d,o,f,t,h,o,m,c,s,b,e
o,r,c,h,h,b,t,f,f,n,b,a,t,m,e,f,t,n,r,m,p,s,f,e
o,a,c,h,h,g,f,t,f,n,n,s,t,s,e,f,t,n,f,m,i,s,f,e
r,a,m,m,m,p,f,t,f,h,b,v,t,m,o,f,f,n,r,l,p,u,?,e
o,a,c,l,h,p,f,t,t,n,w,v,l,m,e,t,f,n,r,l,c,u,b,e
r,s,p,l,h,b,f,t,f,l,n,s,l,s,e,f,f,n,o,l,p,s,f,e
o,a,p,m,l,p,f,t,f,n,b,a,n,s,e,f,f,l,o,s,p,u,f,e
r,r,m,m,m,p,f,t,f,l,b,a,p,m,o,f,t,n,f,s,c,u,f,e
o,s,c,h,h,g,t,t,f,l,b,v,n,m,o,f,t,n,r,l,c,s,?,e
o,a,p,m,h,n,f,t,f,n,b,a,p,s,e,f,t,n,r,m,p,u,f,e
o,a,c,m,l,g,t,t,f,l,b,a,l,m,e,t,f,n,o,l,p,s,b,e
o,a,c,l,l,p,f,f,f,n,b,a,p,m,e,f,t,h,r,l,c,u,?,e
r,s,c,m,m,s,t,t,f,n,c,a,l,m,e,f,t,n,o,s,c,s,f,e
o,r,c,l,h,n,t,t,t,l,b,s,n,m,e,f,f,n,r,m,i,s,?,e
r,a,m,l,m,b,f,t,f,n,c,s,t,s,o,f,f,l,r,l,p,r,b,e
r,r,m,h,m,b,t,f,f,n,c,a,l,s,e,t,t,n,r,l,p,s,?,e
o,a,c,m,l,p,f,t,f,n,n,a,t,m,e,f,t,l,r,m,c,u,b,e
r,r,m,l,m,s,t,t,t,n,b,s,p,m,e,f,f,n,r,m,p,s,b,e
r,n,p,m,l,s,f,t,f,l,b,s,n,m,e,f,f,n,o,m,p,r,b,e
r,s,p,m,m,s,f,t,t,h,n,s,l,s,e,t,t,l,o,l,p,u,?,e
r,s,m,l,l,s,f,t,f,n,n,a,p,s,e,f,t,n,r,m,i,u,f,e
r,r,p,h,m,g,f,t,t,h,c,a,l,s,o,f,t,h,r,l,p,u,f,e
r,a,c,l,m,g,f,t,f,h,b,v,l,m,o,f,f,n,o,s,p,u,f,e
o,a,c,m,m,b,t,t,f,n,n,a,l,s,e,t,f,n,o,l,p,s,b,e
r,a,p,m,m,b,t,t,t,h,b,a,p,s,e,f,f,n,f,m,p,s,?,e
r,u,m,m,l,p,t,t,f,n,b,a,l,d,e,t,f,n,o,m,p,s,?,e
r,s,p,m,m,b,t,t,t,n,c,a,p,m,e,f,f,n,f,s,p,r,b,e
o,s,c,h,l,s,t,t,f,h,b,s,n,m,e,f,f,n,o,m,p,u,f,e
r,r,c,h,m,g,f,t,f,n,w,a,p,m,e,f,t,l,r,l,p,s,b,e
o,a,m,m,m,p,t,t,f,n,c,a,l,s,e,f,f,n,r,l,p,u,b,e
o,s,c,m,m,g,f,t,f,n,c,s,p,d,o,f,f,n,o,m,p,s,b,e
o,a,p,m,h,g,f,t,f,h,c,a,p,s,o,f,f,n,f,l,p,r,b,e
o,a,p,h,l,p,f,t,f,h,w,s,t,s,o,f,f,n,o,m,p,u,?,e
o,s,c,h,h,b,f,t,f,l,b,a,n,s,e,f,f,n,r,s,p,s,f,e
o,n,c,h,m,p,t,t,t,n,c,a,l,s,e,f,t,l,r,s,p,u,b,e
o,s,c,m,m,b,f,f,t,l,c,v,l,d,e,f,t,n,r,l,p,r,?,e
o,a,c,h,m,p,f,t,f,h,c,a,l,s,e,f,f,n,r,l,c,r,b,e
r,s,p,h,l,g,f,t,t,n,b,a,l,m,o,f,t,l,f,m,i,s,b,e
r,a,m,m,l,b,f,f,f,l,b,s,l,m,o,f,f,l,f,l,c,s,f,e
r,r,c,m,m,s,f,t,t,n,b,a,t,s,e,t,t,l,r,m,c,s,f,e
r,s,p,m,m,s,t,f,t,n,b,a,l,m,e,f,t,l,r,m,i,s,b,e
o,a,c,h,h,p,t,t,t,n,c,s,t,m,e,f,f,n,r,m,p,u,f,e
r,a,c,l,l,b,f,t,f,n,b,s,l,m,e,f,f,n,r,m,p,s,f,e
o,a,p,m,h,s,f,t,f,h,b,s,l,d,e,f,f,h,o,l,p,r,f,e
r,n,p,m,l,b,f,t,f,l,c,a,l,s,e,f,f,n,r,m,p,u,f,e
r,u,p,h,l,p,f,f,f,n,b,s,l,s,e,f,t,l,f,l,p,u,b,e
o,s,c,h,m,n,t,t,f,n,c,v,n,m,o,f,f,n,r,m,p,u,?,e
r,s,p,m,l,g,f,t,f,n,w,v,l,d,o,f,t,n,r,m,p,s,f,e
o,u,c,h,m,g,f,t,t,n,b,s,l,d,e,f,f,n,o,m,p,s,?,e
r,a,m,m,m,p,t,t,f,n,w,s,l,d,e,f,t,l,r,s,p,r,f,e
r,n,p,m,m,p,t,t,f,n,b,s,p,d,o,f,t,l,o,s,p,s,b,e
o,u,m,h,h,s,f,t,f,l,n,v,t,s,e,f,t,l,r,l,p,s,b,e
o,u,c,h,m,s,t,t,t,n,c,a,l,d,e,f,f,n,o,l,p,s,f,e
o,s,c,h,m,p,t,f,f,n,b,a,l,s,e,f,f,n,r,l,p,r,b,e
r,s,p,m,l,b,f,t,t,n,b,a,p,m,e,f,t,l,f,m,i,s,b,e
r,n,c,h,l,n,f,t,t,h,w,v,l,m,e,f,f,n,r,s,p,s,f,e
o,a,p,m,h,p,t,t,f,h,b,s,l,m,e,f,f,h,r,m,c,r,b,e
o,u,p,h,h,p,f,t,f,n,b,a,l,s,e,f,t,n,r,s,c,r,f,e
o,u,m,m,m,p,t,t,f,n,w,v,p,m,e,t,f,n,r,m,c,u,b,e
o,u,c,l,h,n,t,t,f,n,c,s,l,s,o,t,t,l,r,s,p,r,b,e
r,a,m,l,m,g,t,f,f,n,c,v,t,d,o,f,f,l,o,s,p,r,b,e
o,a,c,m,m,p,f,t,f,h,n,v,t,m,e,f,f,n,o,m,i,r,b,e
o,a,c,m,m,b,f,t,f,n,b,a,l,s,o,t,t,n,f,l,p,r,b,e
o,u,p,m,m,b,t,t,f,n,b,a,l,s,o,f,f,n,r,m,p,r,b,e
r,u,c,l,l,b,f,f,t,n,b,a,n,d,e,f,t,l,o,m,p,u,f,e
r,s,m,m,m,b,t,t,f,n,c,s,p,m,e,f,t,l,r,m,i,u,b,e
r,s,m,h,l,s,t,t,f,n,b,s,n,m,o,f,f,l,r,l,c,s,f,e
r,u,m,l,l,s,t,t,t,n,w,s,t,m,e,f,t,l,f,m,p,u,b,e
o,u,m,h,m,b,f,t,f,h,c,s,l,d,o,f,t,n,f,m,i,u,?,e
o,a,p,l,h,b,f,t,f,n,b,a,t,m,e,f,f,n,o,l,p,u,b,e
o,s,c,h,l,b,f,t,f,l,b,a,p,d,e,f,t,n,r,m,p,s,b,e
o,u,m,h,m,s,t,f,t,n,c,s,t,s,e,f,t,n,f,l,c,s,f,e
o,a,c,l,m,s,f,t,f,n,n,s,l,m,e,f,t,h,o,m,p,r,?,e
r,u,m,m,m,s,f,t,f,l,b,s,t,m,o,f,f,n,r,m,p,u,?,e
r,u,p,m,m,p,t,f,f,h,c,a,l,d,e,t,f,h,r,m,c,u,b,e
o,a,p,l,h,s,f,t,t,n,b,a,l,d,o,f,f,n,r,m,p,u,b,e
r,u,c,l,h,b,f,t,f,n,b,a,l,d,e,f,f,l,f,s,p,u,?,e
o,u,c,m,l,s,f,t,f,h,c,a,p,m,e,f,t,n,r,l,i,u,?,e
o,s,c,l,m,s,f,f,t,n,b,s,t,m,e,f,t,l,r,m,i,u,?,e
o,s,c,m,l,g,t,t,t,h,w,s,l,m,e,f,t,n,r,l,p,u,b,e
r,s,c,h,l,p,t,t,f,n,c,a,n,m,e,t,f,n,f,l,p,u,f,e
o,u,c,l,m,g,f,t,f,n,b,a,l,m,e,f,f,n,r,s,i,u,?,e
r,s,c,m,l,n,f,f,f,l,b,s,p,s,e,f,f,n,r,m,p,r,?,e
r,u,p,l,m,g,t,t,f,n,w,v,l,s,e,f,f,n,r,m,c,r,b,e
o,u,c,h,m,s,f,t,f,n,n,a,l,m,e,f,f,l,r,s,i,s,f,e
r,s,m,h,l,b,f,f,f,h,c,s,l,d,e,t,t,l,f,m,p,u,?,e
r,u,c,h,l,p,f,t,t,h,c,a,t,s,e,f,f,n,f,l,p,s,b,e
r,u,p,m,h,p,f,t,f,l,b,s,t,s,e,f,f,n,r,m,p,s,?,e
r,s,c,l,l,g,f,t,f,n,w,s,l,d,o,f,f,n,o,m,p,r,?,e
r,r,p,m,h,g,f,t,f,n,n,s,l,m,e,f,f,n,r,s,p,r,b,e
r,n,p,h,l,s,t,t,f,n,b,s,l,m,e,t,t,n,f,l,p,r,b,e
o,u,p,m,m,b,f,t,t,n,c,a,l,s,o,f,f,n,r,s,p,r,b,e
o,u,c,m,h,g,f,t,f,n,b,v,l,m,o,f,f,n,f,s,p,u,f,e
r,s,p,m,l,n,f,t,f,n,b,a,l,m,e,f,f,h,r,m,p,u,f,e
o,u,c,m,m,s,t,t,f,h,b,a,l,s,o,f,t,n,r,l,p,s,?,e
r,r,c,h,h,g,t,t,t,n,b,a,t,m,e,f,f,n,r,m,i,s,?,e
o,u,c,m,l,s,f,t,f,n,c,s,l,d,e,f,f,n,r,s,p,r,?,e
r,a,p,m,l,b,f,f,t,n,c,a,l,m,e,f,t,h,r,l,p,u,?,e
o,a,c,h,m,p,f,t,f,n,w,a,l,s,o,f,f,l,r,m,p,r,?,e
r,r,p,m,m,g,t,t,f,n,c,a,l,m,o,f,t,n,r,s,p,r,b,e
o,a,c,m,h,b,f,t,f,n,c,a,l,s,e,f,f,l,f,s,c,r,f,e
o,u,c,m,m,b,t,f,t,h,c,s,l,s,o,f,f,n,r,l,p,u,?,e
o,u,c,h,m,n,f,t,f,l,b,s,l,m,o,t,f,h,r,l,i,s,f,e
o,a,c,h,h,g,f,t,t,l,c,a,l,d,e,t,f,n,o,m,c,r,b,e
r,u,p,l,m,s,f,t,t,n,c,a,t,s,e,f,t,n,o,l,p,r,b,e
o,s,m,h,l,s,f,t,f,n,b,v,l,m,e,f,t,n,f,m,p,u,f,e
r,a,p,l,l,p,t,t,f,n,w,s,p,m,e,f,f,n,f,m,p,s,b,e
r,r,c,m,m,b,f,f,t,n,b,v,p,m,e,f,f,n,f,l,i,u,b,e
r,r,c,m,m,p,f,t,f,n,c,a,l,s,e,f,f,h,o,l,p,u,f,e
r,u,m,l,l,n,f,t,f,n,b,s,p,s,e,t,t,n,f,l,p,r,f,e
o,a,c,m,l,b,f,t,f,n,c,a,t,m,o,t,f,n,o,m,i,s,f,e
o,s,c,h,h,b,f,t,f,l,c,a,p,d,e,f,t,n,o,m,p,u,?,e
o,a,m,h,m,n,f,t,f,n,c,a,p,d,e,f,f,n,r,s,p,r,b,e
o,u,c,m,h,s,t,t,t,n,w,a,l,d,e,f,t,n,r,m,p,s,?,e
r,n,c,m,h,p,f,t,t,n,b,v,l,d,e,f,f,n,o,m,c,s,?,e
o,n,c,l,m,p,t,t,t,n,n,a,p,s,e,f,f,n,r,m,p,u,b,e
r,s,p,m,m,b,t,t,f,n,b,a,p,s,e,f,t,n,f,m,p,u,b,e
o,u,c,m,l,b,t,t,f,n,w,s,l,s,e,f,t,h,f,m,c,u,b,e
r,s,p,h,l,b,f,t,t,l,b,v,l,m,e,f,f,h,r,m,c,s,b,e
r,s,c,h,m,s,f,f,t,n,b,v,t,m,e,f,f,h,o,l,c,r,?,e
o,u,c,l,m,s,f,t,f,n,c,a,p,d,o,f,t,n,r,l,p,u,b,e
o,s,c,h,h,s,t,t,t,h,n,v,p,s,e,f,f,n,o,m,p,s,b,e
o,a,m,l,h,s,f,t,f,l,b,a,l,s,e,f,f,n,r,m,i,u,f,e
o,a,c,h,h,p,t,f,f,n,c,s,l,s,e,f,t,l,o,m,p,u,?,e
r,u,p,m,l,g,f,t,f,h,c,s,t,s,e,f,t,n,f,l,p,u,b,e
o,a,c,h,h,s,t,t,f,n,c,v,l,m,e,t,t,l,r,m,p,u,b,e
o,a,c,l,l,g,f,t,f,h,w,a,l,s,e,t,f,n,r,m,p,u,f,e
o,r,c,h,m,b,t,t,f,n,c,s,t,s,e,f,t,n,r,m,p,r,f,e
r,n,p,m,m,b,t,f,f,h,c,s,l,m,e,f,t,h,o,m,p,u,?,e
o,u,c,l,l,p,f,t,t,n,w,a,p,s,e,f,f,l,o,m,p,s,b,e
r,r,m,m,l,b,f,t,t,l,n,s,l,s,e,t,f,l,r,m,p,s,f,e
r,n,m,h,h,b,f,t,f,n,b,v,l,s,e,f,f,h,o,l,c,u,f,e
o,a,p,l,l,s,f,t,t,l,c,s,l,d,o,f,t,n,o,l,p,r,?,e
o,u,p,m,m,s,t,t,f,n,c,s,l,d,e,f,f,l,o,m,p,s,?,e
o,u,p,h,l,s,f,t,t,n,c,s,l,s,e,f,f,l,o,l,i,s,b,e
r,a,p,m,h,b,f,f,f,n,w,s,l,s,e,f,t,l,f,s,p,u,f,e
r,s,c,l,m,b,f,t,f,l,c,s,l,m,e,f,f,n,f,s,p,u,?,e
r,u,m,m,m,b,f,t,t,l,b,s,p,d,e,f,t,n,r,l,p,s,?,e
r,u,m,l,l,b,f,t,t,l,b,a,p,m,e,t,t,n,r,s,c,r,?,e
o,a,c,m,l,b,f,t,f,n,w,a,l,m,e,f,f,h,r,l,p,s,b,e
r,a,m,m,m,s,t,t,t,l,b,a,l,m,e,f,t,l,f,m,p,r,f,e
r,r,m,m,l,p,f,t,t,l,c,s,t,m,e,t,f,n,o,l,p,r,b,e
r,a,c,m,m,b,f,t,t,h,b,a,t,d,o,f,f,n,f,m,c,u,b,e
o,a,m,m,h,b,t,t,f,n,w,a,t,m,o,f,f,l,r,m,p,u,f,e
o,u,c,h,h,p,t,t,f,n,n,a,p,s,e,f,f,h,r,l,p,s,?,e
r,u,c,m,h,s,f,t,f,n,b,v,l,d,e,f,f,n,f,m,p,u,f,e
o,s,c,l,h,s,t,t,f,n,b,v,t,m,e,f,f,n,o,l,p,s,?,e
o,u,p,h,m,p,f,t,f,n,c,a,t,s,e,f,f,h,o,m,p,u,f,e
o,a,c,h,h,s,t,t,f,n,b,s,l,m,o,f,f,n,f,s,i,u,?,e
o,a,m,h,m,s,t,t,f,l,b,s,l,d,e,f,f,n,r,m,p,s,b,e
o,r,c,h,h,b,f,f,f,n,w,a,l,m,e,f,t,l,r,l,p,r,f,e
o,s,c,l,m,n,t,t,f,h,c,a,t,s,e,t,t,l,f,s,p,s,b,e
r,s,p,m,m,s,t,f,t,n,c,a,l,m,e,f,f,n,o,l,c,r,f,e
o,s,c,m,m,g,f,t,f,l,b,a,n,m,e,f,f,l,r,s,p,r,?,e
r,s,p,l,m,s,f,f,f,n,c,a,l,m,e,f,t,n,r,l,p,u,b,e
o,a,c,m,l,g,f,t,t,n,w,a,l,s,e,f,f,n,o,l,c,s,?,e
r,u,m,l,l,s,f,t,t,n,b,v,p,d,e,f,f,n,o,m,p,s,?,e
o,u,p,l,m,g,f,t,t,l,c,s,p,s,e,t,f,l,r,m,p,u,b,e
o,u,c,m,l,s,f,f,t,l,n,a,l,s,e,f,t,n,r,m,c,u,f,e
o,r,c,m,m,s,t,f,t,n,c,a,t,m,e,f,t,n,r,m,p,s,f,e
r,u,c,m,l,s,f,t,f,h,c,a,p,s,e,f,f,n,o,m,p,s,b,e
r,s,m,l,h,s,t,t,f,n,c,a,t,d,e,f,t,n,f,l,p,s,?,e
o,r,p,h,h,b,f,f,t,h,w,a,t,d,e,f,f,l,r,l,p,s,f,e
o,u,c,m,h,b,t,t,f,l,b,a,p,m,e,f,f,l,r,m,p,r,f,e
