BookingNo,PackageCode,Description,Quantity,StayDate,UnitRate,GuestID,Destination
544890,HTL303,SUITE NIGHT,2,29.07.2011 11:23,250.56,71371.0,Peru
542827,HTL303,SUITE NIGHT,2,05.08.2011 12:09,364.63,71215.0,France
550899,FNB220,DINNER EXPERIENCE,1,02.08.2011 18:00,134.2,72756.0,Spain
545937,TOU320,VOLCANO DAY TRIP,1,13.04.2011 03:15,80.39,71445.0,Costa Rica
553463,TOU210,CITY WALKING TOUR,1,27.02.2011 09:17,51.49,73802.0,Mexico
542524,HTL202,HOTEL NIGHT OCEAN VIEW,1,30.11.2011 18:00,56.07,71190.0,Mexico
546400,TRF100,AIRPORT TRANSFER,7,03.10.2011 02:11,146.77,71479.0,France
541079,PKG500,ALL-INCLUSIVE NIGHT,3,11.09.2011 19:51,313.68,71083.0,Mexico
552988,HTL303,SUITE NIGHT,1,28.02.2011 18:00,14.69,,Portugal
553142,TIX100,PARK / ATTRACTION TICKET,3,15.07.2011 18:00,32.62,73578.0,Japan
540731,FEE050,RESORT FEE,1,26.09.2011 20:36,195.2,71056.0,Costa Rica
C548687,HTL303,SUITE NIGHT,-1,09.11.2011 18:00,56.5,72147.0,Costa Rica
544402,HTL303,SUITE NIGHT,1,22.07.2011 01:25,133.06,71334.0,Costa Rica
550950,TOU430,CANOPY ZIPLINE,1,15.01.2011 18:25,44.11,72768.0,Italy
543234,CXL000,CANCELLATION FEE,3,03.10.2011 20:35,93.27,71247.0,USA-NYC
550563,CXL000,CANCELLATION FEE,1,24.05.2011 08:11,18.75,72672.0,Mexico
540152,HTL303,SUITE NIGHT,2,05.07.2011 16:06,70.73,71012.0,Mexico
544647,HTL101,HOTEL NIGHT GARDEN VIEW,3,23.03.2011 12:37,78.2,71351.0,Thailand
553889,TIX100,PARK / ATTRACTION TICKET,1,06.04.2011 06:08,24.5,74085.0,Costa Rica
551803,TOU320,VOLCANO DAY TRIP,1,15.02.2011 18:43,45.69,,Spain
543751,HTL303,SUITE NIGHT,4,01.12.2011 09:58,103.2,,USA-NYC
546410,TRF100,AIRPORT TRANSFER,1,09.11.2011 03:33,163.53,71480.0,Mexico
541400,TRF100,AIRPORT TRANSFER,1,30.07.2011 02:07,158.75,71108.0,USA-NYC
544703,PKG500,ALL-INCLUSIVE NIGHT,1,11.07.2011 07:48,130.4,71356.0,Costa Rica
544250,PKG500,ALL-INCLUSIVE NIGHT,2,17.02.2011 21:15,100.69,71321.0,Italy
551201,TOU540,SUNSET CATAMARAN,2,05.04.2011 02:23,93.0,72827.0,Peru
544242,FNB220,DINNER EXPERIENCE,4,18.08.2011 01:46,212.97,,Italy
546190,HTL202,HOTEL NIGHT OCEAN VIEW,4,29.11.2011 11:27,104.02,71463.0,Mexico
549743,CXL000,CANCELLATION FEE,1,26.06.2011 02:51,104.0,72462.0,France
553903,TOU540,SUNSET CATAMARAN,1,03.01.2011 18:00,27.82,74094.0,Mexico
553449,TIX100,PARK / ATTRACTION TICKET,1,25.12.2010 18:00,25.53,,France
549127,TIX100,PARK / ATTRACTION TICKET,3,17.02.2011 12:56,112.84,72314.0,USA-Orlando
552167,TOU210,CITY WALKING TOUR,1,06.07.2011 05:59,62.77,73077.0,Costa Rica
547358,FNB110,BREAKFAST PACKAGE,2,18.09.2011 23:19,67.31,,Costa Rica
544849,PKG500,ALL-INCLUSIVE NIGHT,4,09.04.2011 11:38,288.93,71367.0,USA-NYC
546979,SPA100,SPA TREATMENT,1,20.02.2011 10:14,77.55,71521.0,Costa Rica
C552268,HTL303,SUITE NIGHT,-3,13.09.2011 18:00,117.61,73099.0,USA-NYC
543047,TOU540,SUNSET CATAMARAN,1,04.10.2011 01:41,341.25,71233.0,Mexico
542928,TIX100,PARK / ATTRACTION TICKET,1,15.11.2011 13:08,229.12,71223.0,Dominican Republic
541938,TOU210,CITY WALKING TOUR,1,01.03.2011 02:29,424.1,,Mexico
542673,PKG500,ALL-INCLUSIVE NIGHT,2,23.02.2011 15:08,373.84,71202.0,United Kingdom
550520,HTL303,SUITE NIGHT,3,08.06.2011 09:26,91.21,72661.0,Spain
553521,HTL101,HOTEL NIGHT GARDEN VIEW,2,04.05.2011 02:13,20.06,73842.0,USA-NYC
548619,TOU320,VOLCANO DAY TRIP,4,11.11.2011 18:00,44.37,,Mexico
549962,TOU210,CITY WALKING TOUR,4,24.06.2011 22:52,37.27,72516.0,Mexico
543884,TOU540,SUNSET CATAMARAN,2,10.11.2011 21:23,89.74,71296.0,Greece
540762,TOU430,CANOPY ZIPLINE,2,17.05.2011 13:48,112.01,,Costa Rica
553205,FNB110,BREAKFAST PACKAGE,3,05.03.2011 18:00,21.0,73620.0,Spain
548801,TOU210,CITY WALKING TOUR,3,08.12.2011 18:00,28.51,,Iceland
547004,HTL202,HOTEL NIGHT OCEAN VIEW,1,01.12.2011 14:46,180.37,,Costa Rica
541673,PKG500,ALL-INCLUSIVE NIGHT,7,20.11.2011 02:21,345.14,71129.0,Spain
552154,FEE050,RESORT FEE,1,14.07.2011 18:00,87.55,73072.0,Mexico
543847,TIX100,PARK / ATTRACTION TICKET,1,05.05.2011 05:04,139.51,71293.0,United Kingdom
C541624,CXL000,CANCELLATION FEE,-4,25.05.2011 21:18,37.47,71125.0,Mexico
546880,TOU320,VOLCANO DAY TRIP,3,16.01.2011 20:28,65.37,71514.0,Spain
550957,CXL000,CANCELLATION FEE,3,19.08.2011 18:44,48.26,,Costa Rica
541476,TOU430,CANOPY ZIPLINE,4,12.04.2011 10:38,379.78,71114.0,Costa Rica
546389,HTL202,HOTEL NIGHT OCEAN VIEW,1,05.12.2011 18:00,97.9,71478.0,Costa Rica
550617,TOU430,,1,12.08.2011 18:00,86.81,,USA-NYC
540675,TIX100,PARK / ATTRACTION TICKET,1,23.08.2011 11:04,143.51,71051.0,Mexico
547945,PKG500,ALL-INCLUSIVE NIGHT,2,06.12.2011 10:48,21.91,,Mexico
547100,TIX100,PARK / ATTRACTION TICKET,2,22.09.2011 08:06,210.57,,Greece
549971,TOU210,CITY WALKING TOUR,2,25.05.2011 09:59,49.13,72518.0,Costa Rica
C545631,FNB110,BREAKFAST PACKAGE,-4,14.07.2011 20:22,165.97,71423.0,Portugal
553299,HTL101,HOTEL NIGHT GARDEN VIEW,1,20.03.2011 18:00,18.94,73685.0,Mexico
545142,TOU430,CANOPY ZIPLINE,1,20.09.2011 03:26,67.71,71389.0,Spain
541732,FNB110,BREAKFAST PACKAGE,1,13.11.2011 18:57,77.67,71134.0,Costa Rica
546800,HTL101,HOTEL NIGHT GARDEN VIEW,1,05.01.2011 08:42,91.28,,Italy
C544180,PKG500,ALL-INCLUSIVE NIGHT,-1,10.01.2011 09:20,1089.12,71316.0,United Kingdom
541672,HTL202,HOTEL NIGHT OCEAN VIEW,2,12.03.2011 03:30,66.12,71129.0,Spain
551267,TIX100,PARK / ATTRACTION TICKET,2,21.06.2011 23:49,53.1,,Peru
547625,TOU320,VOLCANO DAY TRIP,1,06.12.2011 18:00,31.44,71594.0,Spain
553172,HTL202,HOTEL NIGHT OCEAN VIEW,2,20.05.2011 23:49,15.5,73600.0,Mexico
553938,TIX100,PARK / ATTRACTION TICKET,2,17.01.2011 00:41,45.37,,Costa Rica
551482,TOU320,VOLCANO DAY TRIP,2,16.08.2011 14:26,59.41,72900.0,United Kingdom
545991,TOU540,SUNSET CATAMARAN,1,07.05.2011 11:20,226.54,71449.0,Spain
540025,PKG500,ALL-INCLUSIVE NIGHT,1,15.02.2011 17:14,115.12,,Mexico
544160,TOU430,CANOPY ZIPLINE,1,27.03.2011 23:18,204.0,71315.0,Mexico
540138,TOU540,SUNSET CATAMARAN,3,17.06.2011 05:54,157.29,71011.0,Spain
545918,FEE050,RESORT FEE,3,10.06.2011 19:19,256.61,71444.0,Costa Rica
544419,HTL303,SUITE NIGHT,3,20.11.2011 18:00,114.53,71334.0,Costa Rica
C552335,HTL303,SUITE NIGHT,-1,21.04.2011 13:21,81.31,73117.0,Costa Rica
C548913,TOU320,VOLCANO DAY TRIP,-2,19.09.2011 12:34,38.98,72259.0,Italy
549849,HTL101,HOTEL NIGHT GARDEN VIEW,1,18.04.2011 04:00,147.66,72488.0,Portugal
C550171,TOU320,VOLCANO DAY TRIP,-1,01.03.2011 11:45,26.84,72567.0,Spain
544560,HTL202,HOTEL NIGHT OCEAN VIEW,1,24.11.2011 18:00,204.51,71344.0,Mexico
551486,PKG500,ALL-INCLUSIVE NIGHT,1,07.07.2011 02:27,89.92,72901.0,Dominican Republic
551997,HTL202,HOTEL NIGHT OCEAN VIEW,4,17.07.2011 18:00,67.12,73032.0,Mexico
552252,TOU430,CANOPY ZIPLINE,1,13.09.2011 18:00,124.65,,Mexico
549810,TOU320,VOLCANO DAY TRIP,3,16.08.2011 00:08,60.14,,USA-NYC
552562,FNB110,BREAKFAST PACKAGE,1,10.06.2011 18:00,27.39,73183.0,Greece
545116,TOU210,CITY WALKING TOUR,2,18.01.2011 01:46,88.61,71387.0,Mexico
549384,FEE050,RESORT FEE,4,07.08.2011 18:00,54.45,72377.0,France
540736,TOU430,CANOPY ZIPLINE,1,04.09.2011 23:38,43.12,71056.0,Costa Rica
549438,PKG500,ALL-INCLUSIVE NIGHT,2,28.04.2011 20:35,101.6,72389.0,France
545182,PKG500,ALL-INCLUSIVE NIGHT,4,06.08.2011 23:24,843.7,71392.0,Mexico
551033,FEE050,RESORT FEE,1,19.07.2011 17:51,70.25,72786.0,Spain
547575,TRF100,AIRPORT TRANSFER,1,28.10.2011 03:02,26.85,71570.0,Costa Rica
554199,FEE050,RESORT FEE,1,11.01.2011 18:00,37.63,74292.0,Costa Rica
548137,TOU320,VOLCANO DAY TRIP,1,20.11.2011 18:00,37.07,,Costa Rica
550356,TOU540,SUNSET CATAMARAN,1,16.05.2011 05:56,32.05,72617.0,Mexico
550460,CXL000,CANCELLATION FEE,7,26.07.2011 06:02,53.15,72646.0,Costa Rica
C545213,CXL000,CANCELLATION FEE,-1,03.05.2011 20:19,116.9,71395.0,Costa Rica
550774,FEE050,RESORT FEE,1,12.05.2011 18:38,28.23,72723.0,United Kingdom
549689,TOU430,CANOPY ZIPLINE,1,09.08.2011 03:43,74.97,72448.0,Thailand
548123,TRF100,AIRPORT TRANSFER,2,22.11.2011 18:00,68.37,71855.0,Costa Rica
546589,TOU320,VOLCANO DAY TRIP,1,05.12.2011 18:00,253.47,71493.0,Mexico
550438,FNB110,BREAKFAST PACKAGE,1,04.04.2011 05:39,27.98,72639.0,USA-Orlando
545969,SPA100,SPA TREATMENT,2,14.02.2011 08:14,0.0,71447.0,Mexico
541208,TOU430,CANOPY ZIPLINE,1,07.12.2011 03:30,253.8,71093.0,USA-Orlando
544604,FEE050,RESORT FEE,2,09.11.2011 14:49,208.3,71348.0,Mexico
547013,SPA100,SPA TREATMENT,4,03.09.2011 13:32,285.32,71523.0,Mexico
546534,TOU430,CANOPY ZIPLINE,1,12.10.2011 09:14,135.06,,Japan
550746,TOU430,CANOPY ZIPLINE,1,27.02.2011 09:12,111.8,72717.0,USA-Orlando
541311,HTL202,HOTEL NIGHT OCEAN VIEW,2,04.06.2011 19:33,133.53,71102.0,France
541029,TIX100,PARK / ATTRACTION TICKET,1,13.01.2011 06:54,422.82,71079.0,France
550373,TOU540,SUNSET CATAMARAN,1,30.01.2011 22:38,132.97,72622.0,Mexico
541658,HTL101,HOTEL NIGHT GARDEN VIEW,1,11.03.2011 14:04,83.54,71129.0,Spain
541558,TOU210,CITY WALKING TOUR,3,19.04.2011 23:55,241.17,71121.0,USA-NYC
551970,HTL303,SUITE NIGHT,3,08.07.2011 00:28,80.93,,Japan
543034,TIX100,PARK / ATTRACTION TICKET,1,21.04.2011 04:49,286.19,71232.0,Costa Rica
545951,SPA100,SPA TREATMENT,2,25.02.2011 07:34,59.24,,Costa Rica
541493,TIX100,PARK / ATTRACTION TICKET,1,24.09.2011 13:22,102.11,71115.0,Mexico
547254,HTL101,HOTEL NIGHT GARDEN VIEW,2,02.05.2011 21:40,81.77,71539.0,Mexico
543706,HTL202,HOTEL NIGHT OCEAN VIEW,2,20.05.2011 02:08,69.44,,Costa Rica
544681,HTL202,HOTEL NIGHT OCEAN VIEW,3,06.10.2011 15:18,118.84,71354.0,Spain
547495,TOU540,SUNSET CATAMARAN,1,01.01.2011 17:58,301.67,71555.0,Spain
550455,TOU210,CITY WALKING TOUR,2,04.09.2011 18:00,130.62,72644.0,Costa Rica
543245,TRF100,AIRPORT TRANSFER,3,10.08.2011 16:46,120.23,71248.0,USA-NYC
541332,HTL101,HOTEL NIGHT GARDEN VIEW,1,26.11.2011 09:07,3337.1,71103.0,Costa Rica
548234,TOU540,SUNSET CATAMARAN,2,11.11.2011 18:00,87.88,71914.0,Dominican Republic
548025,TIX100,PARK / ATTRACTION TICKET,1,24.11.2011 18:00,30.34,,Mexico
544820,PKG500,ALL-INCLUSIVE NIGHT,1,17.08.2011 21:39,461.86,71364.0,Italy
553358,TOU320,VOLCANO DAY TRIP,1,21.04.2011 11:38,0.0,,USA-Orlando
545247,FNB110,BREAKFAST PACKAGE,2,27.04.2011 01:16,423.15,71396.0,Iceland
540769,HTL303,SUITE NIGHT,7,30.01.2011 22:28,59.05,71058.0,Costa Rica
553207,TOU540,SUNSET CATAMARAN,1,10.05.2011 18:00,23.03,73622.0,Costa Rica
547089,TOU430,CANOPY ZIPLINE,2,01.01.2011 20:36,149.79,71529.0,Greece
550031,TIX100,PARK / ATTRACTION TICKET,2,23.02.2011 07:31,61.74,72532.0,Costa Rica
540489,HTL303,SUITE NIGHT,1,13.09.2011 21:13,228.29,71036.0,Portugal
552293,SPA100,SPA TREATMENT,2,13.03.2011 17:35,69.77,73105.0,Mexico
543389,TOU210,CITY WALKING TOUR,1,11.09.2011 15:19,128.73,71258.0,Costa Rica
552877,SPA100,SPA TREATMENT,2,23.02.2011 11:00,20.29,73391.0,Japan
541482,TOU430,CANOPY ZIPLINE,1,20.07.2011 02:49,67.85,71114.0,Costa Rica
542440,TOU540,SUNSET CATAMARAN,2,17.04.2011 18:42,100.07,71184.0,Costa Rica
544795,FNB110,BREAKFAST PACKAGE,7,07.08.2011 12:35,1037.91,,Spain
546700,FNB220,DINNER EXPERIENCE,1,03.06.2011 23:38,103.88,,Spain
543981,TIX100,PARK / ATTRACTION TICKET,4,25.03.2011 18:09,111.49,71303.0,USA-Orlando
540074,HTL202,HOTEL NIGHT OCEAN VIEW,1,11.09.2011 13:06,513.17,71007.0,Mexico
540113,HTL202,HOTEL NIGHT OCEAN VIEW,2,30.04.2011 20:01,175.41,71009.0,Costa Rica
546176,TOU430,CANOPY ZIPLINE,1,09.11.2011 11:09,154.8,71462.0,Costa Rica
545334,TOU430,CANOPY ZIPLINE,7,22.02.2011 06:45,242.46,71401.0,Greece
552302,FNB110,BREAKFAST PACKAGE,1,16.08.2011 00:40,115.56,73107.0,Japan
543264,FEE050,RESORT FEE,1,12.06.2011 09:37,211.89,71249.0,France
542474,TOU210,CITY WALKING TOUR,2,14.02.2011 12:13,82.59,71187.0,USA-Orlando
545297,SPA100,SPA TREATMENT,2,10.02.2011 04:17,158.98,71399.0,Greece
540868,TOU320,VOLCANO DAY TRIP,4,13.05.2011 07:15,80.38,,Peru
540060,FEE050,RESORT FEE,1,27.01.2011 10:16,82.34,71005.0,Italy
544695,TOU540,SUNSET CATAMARAN,3,02.01.2011 12:05,229.12,71356.0,Costa Rica
550684,TRF100,AIRPORT TRANSFER,1,02.03.2011 09:04,33.76,,Mexico
542685,TOU540,SUNSET CATAMARAN,1,11.08.2011 17:37,332.8,,USA-Orlando
547631,FNB220,DINNER EXPERIENCE,1,24.11.2011 18:00,54.03,71597.0,Costa Rica
541823,PKG500,ALL-INCLUSIVE NIGHT,1,04.03.2011 17:15,134.62,71140.0,Mexico
543529,FNB110,BREAKFAST PACKAGE,3,20.10.2011 19:36,1219.44,,Mexico
553641,SPA100,SPA TREATMENT,1,12.05.2011 03:29,30.6,73920.0,Mexico
543328,TIX100,PARK / ATTRACTION TICKET,1,12.08.2011 06:54,182.95,71253.0,Mexico
552066,TRF100,AIRPORT TRANSFER,1,30.03.2011 09:37,51.02,73050.0,France
554278,FEE050,RESORT FEE,1,25.04.2011 02:10,26.09,74348.0,Dominican Republic
541446,TOU540,SUNSET CATAMARAN,1,30.04.2011 04:43,150.99,71112.0,Mexico
554126,PKG500,ALL-INCLUSIVE NIGHT,2,05.06.2011 18:00,26.54,74243.0,Costa Rica
545309,TRF100,AIRPORT TRANSFER,1,18.10.2011 14:07,224.95,71400.0,Mexico
545903,TOU320,VOLCANO DAY TRIP,1,25.03.2011 08:56,1007.31,71443.0,Mexico
541899,PKG500,ALL-INCLUSIVE NIGHT,1,19.08.2011 17:37,116.76,,Mexico
540979,HTL101,HOTEL NIGHT GARDEN VIEW,1,03.06.2011 17:15,83.86,71075.0,USA-Orlando
550490,CXL000,CANCELLATION FEE,7,03.07.2011 02:17,101.41,72652.0,Dominican Republic
551898,HTL101,HOTEL NIGHT GARDEN VIEW,2,29.04.2011 12:08,43.05,,Thailand
C549533,TOU320,VOLCANO DAY TRIP,-1,09.08.2011 07:02,38.44,72412.0,USA-NYC
543315,TOU540,SUNSET CATAMARAN,7,21.02.2011 08:34,334.76,71252.0,USA-Orlando
546639,FNB110,BREAKFAST PACKAGE,2,23.07.2011 03:31,106.51,71497.0,Mexico
546738,HTL101,HOTEL NIGHT GARDEN VIEW,3,22.01.2011 16:39,102.26,71504.0,Spain
552641,TOU540,SUNSET CATAMARAN,1,13.03.2011 12:42,28.29,73233.0,France
549118,HTL101,HOTEL NIGHT GARDEN VIEW,1,01.02.2011 07:10,30.12,72312.0,Thailand
540627,HTL101,HOTEL NIGHT GARDEN VIEW,7,27.01.2011 00:47,74.72,71048.0,Costa Rica
540317,TOU320,VOLCANO DAY TRIP,1,15.11.2011 16:05,150.83,71025.0,Costa Rica
546890,TOU430,CANOPY ZIPLINE,2,15.05.2011 03:19,107.38,,Spain
546751,TOU210,CITY WALKING TOUR,1,10.04.2011 21:28,226.79,71505.0,Mexico
541734,FNB220,DINNER EXPERIENCE,2,04.07.2011 09:01,115.59,,Costa Rica
548993,SPA100,SPA TREATMENT,2,27.07.2011 18:00,58.86,72282.0,Italy
552226,TOU430,CANOPY ZIPLINE,1,04.08.2011 05:35,175.01,73089.0,USA-NYC
545441,PKG500,ALL-INCLUSIVE NIGHT,2,21.11.2011 08:21,47.29,71409.0,Costa Rica
547102,CXL000,CANCELLATION FEE,1,06.05.2011 00:13,695.72,71529.0,Greece
552195,HTL202,HOTEL NIGHT OCEAN VIEW,2,06.05.2011 19:05,37.93,73083.0,Mexico
542062,TOU320,VOLCANO DAY TRIP,1,14.07.2011 12:25,143.36,71157.0,Costa Rica
552449,TOU540,SUNSET CATAMARAN,1,15.08.2011 12:22,66.82,73146.0,Costa Rica
546787,PKG500,ALL-INCLUSIVE NIGHT,3,07.12.2011 18:00,75.98,71507.0,Japan
552617,TRF100,AIRPORT TRANSFER,3,01.02.2011 23:47,39.47,73219.0,Costa Rica
546243,TOU210,CITY WALKING TOUR,2,14.08.2011 09:42,248.51,,France
552961,TOU430,CANOPY ZIPLINE,1,19.06.2011 18:00,24.39,73452.0,United Kingdom
541250,FEE050,RESORT FEE,1,04.07.2011 00:46,108.43,71096.0,Mexico
540129,TOU320,VOLCANO DAY TRIP,1,06.12.2011 14:52,103.98,71011.0,Spain
552369,FNB220,DINNER EXPERIENCE,2,09.07.2011 21:39,43.4,73127.0,Mexico
553863,PKG500,ALL-INCLUSIVE NIGHT,1,05.03.2011 22:00,32.53,74070.0,Italy
544320,TOU320,VOLCANO DAY TRIP,3,16.10.2011 11:47,46.33,71328.0,Italy
547591,TOU210,CITY WALKING TOUR,3,09.10.2011 06:30,85.73,71579.0,USA-Orlando
552800,TOU210,CITY WALKING TOUR,1,05.03.2011 13:44,32.79,73339.0,USA-Orlando
547080,TIX100,PARK / ATTRACTION TICKET,1,19.04.2011 08:00,97.55,71528.0,Japan
545049,TIX100,PARK / ATTRACTION TICKET,4,27.02.2011 16:13,266.27,71382.0,France
545006,HTL101,HOTEL NIGHT GARDEN VIEW,1,26.08.2011 13:04,230.55,71379.0,France
545632,HTL101,HOTEL NIGHT GARDEN VIEW,2,06.02.2011 05:01,114.86,,Portugal
543499,TOU320,VOLCANO DAY TRIP,4,16.01.2011 03:16,275.52,,Costa Rica
541532,TRF100,AIRPORT TRANSFER,1,29.07.2011 11:28,62.3,,Mexico
546874,FEE050,RESORT FEE,3,16.11.2011 07:06,71.22,71513.0,USA-NYC
550936,FNB110,BREAKFAST PACKAGE,1,26.01.2011 23:37,49.2,72765.0,USA-NYC
544198,TOU430,CANOPY ZIPLINE,1,22.06.2011 19:15,180.39,71317.0,United Kingdom
553853,HTL101,HOTEL NIGHT GARDEN VIEW,4,14.05.2011 13:18,27.2,,Portugal
544657,TRF100,AIRPORT TRANSFER,1,19.07.2011 01:59,102.08,71352.0,Italy
541595,TOU430,CANOPY ZIPLINE,1,18.02.2011 13:43,146.27,,Dominican Republic
548671,TOU210,CITY WALKING TOUR,2,07.11.2011 19:10,15.92,72137.0,Mexico
551052,CXL000,CANCELLATION FEE,4,27.02.2011 09:49,49.47,72791.0,United Kingdom
545359,FNB110,BREAKFAST PACKAGE,1,16.05.2011 02:38,292.13,71403.0,Dominican Republic
543087,HTL303,SUITE NIGHT,1,07.04.2011 21:13,155.56,71235.0,Mexico
548624,TOU540,SUNSET CATAMARAN,1,17.10.2011 22:35,31.39,72112.0,Costa Rica
540075,CXL000,CANCELLATION FEE,1,21.01.2011 08:50,2767.52,71007.0,Mexico
553875,HTL303,SUITE NIGHT,1,11.03.2011 18:00,33.73,74076.0,USA-Orlando
548892,HTL202,HOTEL NIGHT OCEAN VIEW,2,25.10.2011 04:32,43.06,72248.0,Mexico
547630,PKG500,ALL-INCLUSIVE NIGHT,1,15.11.2011 04:09,60.64,71597.0,Costa Rica
549220,HTL303,SUITE NIGHT,3,24.01.2011 05:58,97.24,,Mexico
543506,HTL202,HOTEL NIGHT OCEAN VIEW,7,15.07.2011 17:23,129.56,,Costa Rica
541903,HTL101,HOTEL NIGHT GARDEN VIEW,1,07.04.2011 20:47,347.22,71146.0,USA-Orlando
545024,TOU430,CANOPY ZIPLINE,1,14.03.2011 20:57,92.5,71380.0,France
549558,SPA100,SPA TREATMENT,1,21.07.2011 04:25,147.05,,Costa Rica
551637,FEE050,RESORT FEE,1,01.07.2011 13:10,159.56,72939.0,Mexico
553551,HTL202,HOTEL NIGHT OCEAN VIEW,3,07.07.2011 18:00,18.07,73861.0,Dominican Republic
540884,TOU540,SUNSET CATAMARAN,1,29.01.2011 17:39,191.49,71068.0,Italy
542867,HTL202,HOTEL NIGHT OCEAN VIEW,3,21.11.2011 18:00,432.22,71217.0,USA-Orlando
547481,TIX100,PARK / ATTRACTION TICKET,1,12.06.2011 18:08,113.34,,Spain
542381,SPA100,SPA TREATMENT,7,28.07.2011 05:21,56.41,71181.0,United Kingdom
546295,PKG500,ALL-INCLUSIVE NIGHT,1,13.07.2011 19:54,420.51,71471.0,Iceland
547778,TOU210,CITY WALKING TOUR,1,26.11.2011 18:00,30.44,71679.0,Japan
C544010,TOU320,VOLCANO DAY TRIP,-2,08.12.2011 06:12,252.39,71305.0,Dominican Republic
543940,TOU430,CANOPY ZIPLINE,1,17.10.2011 21:29,175.45,71300.0,Mexico
548199,TOU320,VOLCANO DAY TRIP,1,10.11.2011 18:00,68.38,71896.0,Peru
541691,FNB110,BREAKFAST PACKAGE,1,11.04.2011 03:59,115.12,71131.0,Costa Rica
543240,TOU210,CITY WALKING TOUR,3,07.05.2011 17:39,155.63,71248.0,USA-NYC
C543318,FEE050,RESORT FEE,-1,19.06.2011 04:04,149.12,71252.0,USA-Orlando
551319,TRF100,AIRPORT TRANSFER,2,16.10.2011 18:00,14.17,72858.0,Spain
549425,HTL101,HOTEL NIGHT GARDEN VIEW,3,23.01.2011 11:16,76.78,,Thailand
544258,HTL101,HOTEL NIGHT GARDEN VIEW,1,04.06.2011 15:13,131.47,71322.0,USA-Orlando
545000,TOU320,VOLCANO DAY TRIP,1,31.07.2011 01:45,57.13,,France
551955,TIX100,PARK / ATTRACTION TICKET,3,25.04.2011 12:53,188.08,73020.0,Italy
550235,TRF100,AIRPORT TRANSFER,1,12.07.2011 12:40,37.24,72585.0,Italy
543143,HTL202,HOTEL NIGHT OCEAN VIEW,1,22.05.2011 08:40,171.8,71240.0,Spain
540823,HTL202,HOTEL NIGHT OCEAN VIEW,2,06.03.2011 03:01,61.55,71063.0,USA-NYC
545670,HTL303,SUITE NIGHT,3,18.08.2011 15:29,223.05,71427.0,Mexico
C544593,TOU540,SUNSET CATAMARAN,-1,23.11.2011 18:00,593.93,71346.0,Italy
549025,CXL000,CANCELLATION FEE,3,08.02.2011 06:32,150.9,72292.0,United Kingdom
544923,HTL202,HOTEL NIGHT OCEAN VIEW,1,22.03.2011 18:15,6369.61,,Spain
551745,TRF100,AIRPORT TRANSFER,1,17.04.2011 20:57,60.49,,Dominican Republic
549838,HTL303,SUITE NIGHT,1,06.10.2011 18:00,49.22,72485.0,Spain
546227,FEE050,RESORT FEE,1,07.12.2011 18:00,1060.05,71465.0,Costa Rica
543220,PKG500,ALL-INCLUSIVE NIGHT,1,02.03.2011 05:47,86.63,71246.0,Costa Rica
546368,TIX100,PARK / ATTRACTION TICKET,1,22.07.2011 21:03,187.47,71476.0,Mexico
551795,CXL000,CANCELLATION FEE,1,25.06.2011 21:30,148.59,,Costa Rica
548823,SPA100,SPA TREATMENT,1,12.10.2011 22:44,49.36,72212.0,Costa Rica
552106,SPA100,SPA TREATMENT,1,07.10.2011 18:00,152.21,,United Kingdom
549468,TIX100,PARK / ATTRACTION TICKET,7,22.06.2011 02:47,139.41,72397.0,Mexico
C542831,HTL202,HOTEL NIGHT OCEAN VIEW,-1,19.10.2011 22:51,84.65,71215.0,France
551034,HTL101,HOTEL NIGHT GARDEN VIEW,3,01.08.2011 18:00,0.0,72786.0,Spain
551794,TOU540,SUNSET CATAMARAN,2,27.02.2011 23:06,76.4,72980.0,Costa Rica
543086,TOU430,CANOPY ZIPLINE,1,06.01.2011 20:32,97.07,71235.0,Mexico
551463,CXL000,CANCELLATION FEE,3,02.02.2011 14:22,96.06,72895.0,Dominican Republic
542797,PKG500,ALL-INCLUSIVE NIGHT,4,02.11.2011 18:20,58.42,71212.0,Spain
544527,HTL303,SUITE NIGHT,4,28.06.2011 22:28,314.27,71341.0,Thailand
552361,PKG500,ALL-INCLUSIVE NIGHT,1,22.04.2011 10:41,165.5,,Spain
546812,PKG500,ALL-INCLUSIVE NIGHT,1,19.07.2011 10:05,109.11,71510.0,Mexico
540814,TIX100,PARK / ATTRACTION TICKET,1,16.11.2011 03:33,108.12,71062.0,Italy
549796,TOU430,CANOPY ZIPLINE,1,19.01.2011 16:28,142.93,72476.0,United Kingdom
542741,HTL101,HOTEL NIGHT GARDEN VIEW,1,12.03.2011 01:20,205.35,71208.0,USA-Orlando
550341,TOU320,VOLCANO DAY TRIP,1,22.01.2011 12:00,48.2,,Italy
553436,TOU320,VOLCANO DAY TRIP,4,25.01.2011 20:09,32.84,73784.0,Costa Rica
540364,PKG500,ALL-INCLUSIVE NIGHT,3,15.05.2011 16:08,60.63,71028.0,Greece
552614,TOU430,CANOPY ZIPLINE,2,26.02.2011 06:06,28.94,73217.0,Mexico
543140,HTL202,HOTEL NIGHT OCEAN VIEW,1,24.11.2011 04:32,105.49,71240.0,Spain
546054,FNB220,DINNER EXPERIENCE,1,03.11.2011 03:38,152.09,71453.0,Dominican Republic
546331,FNB220,DINNER EXPERIENCE,1,17.07.2011 05:58,24.75,71473.0,Costa Rica
