priority,weapon,injury,offense,time-band,location,district,repeat-site,witness,cctv,alcohol,gang-flag,juvenile,domestic,vehicle,weekday,shift,precinct-size,report-delay,officer-count,clearance,file-flag
r,n,m,h,n,h,b,f,f,f,f,f,f,f,f,f,c,m,s,o,c,i
p,n,s,r,d,s,a,f,f,f,t,t,f,f,f,t,c,m,s,o,c,i
r,n,n,t,d,h,f,f,f,f,f,f,f,f,f,f,b,m,i,m,o,i
p,f,m,b,n,h,a,f,f,f,f,f,f,f,t,t,a,m,s,o,?,i
r,n,n,a,n,t,c,f,t,f,f,f,f,f,t,t,b,m,i,m,o,i
r,u,m,h,d,p,c,f,f,t,t,f,t,f,f,t,b,m,s,m,c,i
r,u,n,v,d,h,b,f,f,t,t,f,t,t,t,t,a,m,i,o,o,i
p,k,n,b,e,h,e,t,f,t,f,t,f,f,t,t,b,l,s,m,c,i
p,n,s,a,d,s,b,t,t,f,f,f,f,f,f,t,c,m,i,o,o,i
r,k,s,h,d,h,d,f,f,f,f,f,t,f,t,t,b,l,i,m,o,i
p,o,n,r,e,t,c,t,t,f,f,f,f,f,f,t,a,m,s,o,?,i
p,f,f,b,e,c,f,t,t,f,f,f,f,f,f,t,a,m,i,o,o,i
r,o,n,a,d,h,e,t,f,f,f,f,f,f,f,f,b,s,s,m,c,i
p,k,n,a,d,p,b,f,f,f,f,f,f,t,f,f,a,m,l,o,c,i
p,k,m,v,n,s,e,f,f,f,f,f,f,t,f,f,b,s,i,o,?,i
r,n,n,b,e,t,e,f,t,f,f,f,f,f,t,t,a,m,s,o,o,i
p,f,n,d,n,c,f,f,f,f,f,f,f,f,f,t,a,m,s,o,o,i
r,n,m,b,d,s,f,f,f,f,f,f,f,f,f,f,c,s,l,o,c,i
p,f,n,b,n,c,e,f,t,f,f,t,f,f,t,f,a,m,l,o,o,i
p,u,n,b,n,s,c,f,f,t,f,f,f,f,f,f,a,m,s,o,o,i
r,n,n,v,d,c,b,f,t,f,t,f,f,f,t,t,c,s,l,m,c,i
p,k,m,a,e,s,f,f,f,f,f,f,t,f,t,t,a,m,s,m,o,i
r,n,n,d,e,s,f,t,t,t,f,f,t,f,t,t,c,l,i,o,c,i
p,f,n,a,e,c,a,f,f,t,f,f,f,f,f,t,a,m,s,o,o,i
r,n,m,r,n,h,d,f,f,f,f,f,t,f,f,t,a,l,i,o,?,i
p,u,n,d,d,s,a,f,f,f,f,f,f,f,t,f,b,m,s,m,o,i
r,n,n,v,e,p,b,f,t,t,f,f,f,f,f,f,c,m,s,o,o,i
p,u,m,a,n,s,c,f,t,f,f,f,f,f,f,t,b,m,i,o,o,i
p,o,m,v,d,h,b,f,t,t,f,f,f,t,t,t,a,s,i,o,o,i
r,k,n,t,d,h,e,f,f,t,f,f,f,f,f,t,c,s,i,o,o,i
r,o,m,t,d,s,a,t,f,t,t,t,f,f,f,f,c,m,i,o,c,i
p,o,m,v,n,t,d,f,t,t,f,f,f,f,t,t,b,s,i,m,c,i
r,u,n,v,d,h,d,t,t,f,f,f,f,f,t,f,a,m,l,o,c,i
p,n,m,t,d,s,e,f,t,t,f,f,f,f,f,t,c,l,i,m,o,i
p,k,m,d,e,h,a,f,f,t,t,f,f,f,t,f,b,s,i,o,o,i
r,n,n,a,n,h,b,t,t,t,t,f,f,f,t,t,c,l,l,o,c,i
p,k,n,d,e,s,d,f,f,t,f,f,f,t,f,t,a,m,i,o,c,i
p,n,m,v,n,s,e,f,f,f,f,f,f,f,t,f,c,l,i,m,o,i
p,k,f,d,d,h,c,t,t,f,f,f,f,f,f,t,c,m,s,o,?,i
p,k,n,d,e,c,c,f,t,f,f,f,f,f,t,t,b,m,l,m,c,i
r,n,m,h,e,s,f,t,f,t,t,f,f,f,f,t,a,l,s,m,c,i
p,k,m,r,d,h,b,t,f,t,f,f,f,f,t,t,b,l,i,o,c,i
r,o,m,t,n,s,a,f,t,f,t,f,f,f,t,f,c,l,s,o,c,i
p,o,s,a,e,s,f,f,t,t,t,f,f,f,f,t,b,l,i,m,o,i
p,k,n,v,d,c,e,f,f,f,f,f,t,f,f,f,a,m,s,o,?,i
p,k,n,t,d,s,b,t,t,f,f,t,t,f,t,f,b,m,i,o,?,i
r,u,n,d,d,s,e,t,t,f,f,f,f,t,f,t,c,l,s,o,?,i
r,n,n,t,n,s,b,f,f,f,f,f,t,f,f,t,b,l,s,m,?,i
r,n,n,d,d,h,e,f,t,f,f,f,f,f,f,f,a,m,s,o,o,i
r,n,m,b,n,h,d,f,f,f,t,f,f,f,t,t,c,m,i,m,o,i
p,f,s,d,d,h,c,t,f,t,f,f,t,t,f,f,b,m,l,m,o,i
r,n,n,h,n,c,f,f,f,t,f,f,f,f,f,f,b,l,s,o,c,i
p,o,m,a,n,c,e,f,f,f,t,f,f,f,f,t,c,m,i,o,c,i
r,f,n,r,d,s,a,f,t,t,f,f,t,f,f,t,b,s,s,m,c,i
r,n,n,t,d,s,d,f,t,t,t,f,f,t,f,t,b,m,s,o,o,i
p,u,n,v,n,s,e,f,t,f,f,f,f,f,f,f,c,m,s,m,?,i
r,o,n,v,d,p,c,f,f,f,f,f,t,f,f,t,b,l,s,o,?,i
r,n,n,a,d,s,b,f,t,t,t,f,t,f,f,t,b,l,i,o,c,i
r,n,m,t,n,s,b,f,t,f,f,f,f,t,f,t,b,s,s,m,o,i
p,n,m,a,n,h,f,t,t,t,f,f,f,t,f,t,a,s,s,o,o,i
r,n,n,t,n,h,c,t,t,f,f,f,f,f,t,f,a,s,s,m,?,i
r,n,n,v,n,p,c,f,f,f,f,f,f,f,f,t,b,s,s,o,o,i
p,u,n,t,e,h,d,f,f,t,f,f,f,f,t,f,a,m,i,o,c,i
p,n,f,d,n,s,a,t,f,t,f,f,f,f,f,t,a,s,l,o,?,i
r,n,s,h,d,h,a,t,t,t,f,f,f,f,f,f,c,l,i,o,o,i
p,f,n,d,n,c,a,t,t,f,t,f,f,t,f,t,b,l,s,o,o,i
p,k,n,b,e,t,a,t,f,f,f,f,f,f,t,t,c,m,s,m,c,i
p,u,n,t,e,h,f,t,f,f,f,f,t,f,t,t,b,s,l,m,?,i
r,o,m,v,n,h,a,f,f,f,f,f,f,f,t,t,b,m,l,o,?,i
r,n,n,v,e,s,b,f,t,f,f,f,f,f,f,f,b,s,s,o,?,i
r,n,n,h,e,t,c,f,f,f,t,f,f,f,t,t,c,m,s,o,o,i
r,u,n,a,e,c,f,t,t,f,f,f,f,f,f,f,a,l,s,m,o,i
p,f,n,t,d,s,a,f,t,f,t,f,f,f,f,t,a,m,i,m,c,i
r,u,n,h,d,h,b,f,f,f,t,t,t,f,t,t,c,m,i,o,o,i
r,n,n,d,n,h,e,f,f,f,f,f,f,f,f,t,c,l,i,o,?,i
r,o,m,t,d,s,c,f,t,f,f,f,f,f,f,f,a,s,i,m,o,i
r,k,n,v,e,c,d,t,f,t,f,f,f,f,t,t,b,l,s,o,?,i
r,n,n,t,e,c,a,f,t,f,f,f,f,f,f,t,a,l,s,o,?,i
r,k,n,b,n,s,f,f,t,t,t,f,f,f,f,t,c,m,s,m,?,i
p,f,n,a,n,t,d,t,f,t,f,f,t,f,f,t,c,m,s,o,?,i
r,n,m,a,d,t,e,f,f,t,t,f,f,f,t,t,b,l,s,o,o,i
r,n,s,t,d,s,f,t,t,f,f,f,f,f,t,t,b,m,i,m,o,i
p,o,n,t,e,h,e,t,f,t,t,t,f,t,f,f,c,l,i,m,c,i
p,n,s,a,d,p,a,f,t,t,t,f,f,f,f,t,a,m,l,o,c,i
r,n,m,t,e,h,e,f,f,t,f,f,f,f,t,t,b,m,i,m,o,i
r,n,m,b,d,t,d,t,f,f,f,f,f,f,t,f,a,s,s,m,?,i
r,n,n,b,d,s,a,f,f,f,t,t,f,t,f,f,c,s,i,o,?,i
r,u,n,v,n,c,b,f,f,t,f,f,f,f,f,t,a,m,s,m,?,i
p,o,n,r,n,h,a,f,t,f,f,f,f,f,f,t,a,l,s,o,c,i
p,n,f,t,e,h,f,t,f,f,f,f,f,f,t,t,a,m,s,o,o,i
r,u,n,t,d,c,e,f,f,f,f,f,f,f,f,t,a,m,i,o,c,i
r,u,n,d,n,s,d,t,t,f,f,f,f,f,f,t,c,m,l,m,o,i
r,n,n,d,e,s,e,f,t,f,f,f,t,f,f,f,c,s,i,o,?,i
p,o,n,h,n,s,d,f,t,t,t,t,f,f,f,f,c,s,i,o,c,i
r,n,n,h,d,s,e,t,f,f,t,f,f,f,f,f,b,l,i,o,c,i
p,u,m,r,d,s,b,f,t,t,f,t,f,f,f,f,a,l,s,o,c,i
p,f,n,d,e,h,b,f,f,f,t,f,f,t,t,t,b,m,s,o,?,i
p,f,m,a,n,s,d,f,t,f,f,t,f,f,f,t,b,m,i,m,?,i
r,n,m,v,d,s,e,f,f,t,t,t,f,t,f,t,c,m,s,m,c,i
r,u,n,h,d,s,e,t,t,f,f,f,f,f,f,f,a,s,l,o,o,i
r,n,m,v,e,p,f,f,f,f,f,f,f,f,f,t,b,m,s,m,o,i
r,n,n,a,n,s,e,f,f,f,f,f,f,f,f,t,b,l,i,o,c,i
r,n,m,a,n,c,b,f,f,t,f,f,t,f,t,t,b,m,i,o,o,i
p,o,m,a,n,s,b,f,t,t,f,f,f,f,t,t,c,s,i,o,c,i
p,n,n,a,e,s,c,t,f,f,f,f,t,t,f,t,c,m,i,m,o,i
p,u,n,d,n,h,d,t,t,f,f,f,f,f,f,t,c,m,s,m,o,i
p,f,n,v,e,h,c,f,f,t,f,f,t,f,t,t,b,m,i,o,?,i
r,n,n,t,d,h,a,f,t,t,t,f,f,f,f,t,a,s,s,o,?,i
r,n,n,v,e,c,c,f,t,f,f,f,f,f,t,t,b,m,l,m,?,i
p,n,n,a,e,s,e,t,f,t,f,f,f,f,t,t,a,l,i,o,c,i
p,k,m,b,e,s,b,t,f,f,f,f,t,t,t,t,c,m,i,m,o,i
p,o,n,a,d,p,d,f,f,t,t,f,f,f,t,t,c,m,i,o,?,i
r,n,n,b,n,s,b,t,f,f,f,f,f,f,t,t,b,s,s,o,o,i
p,o,n,v,n,c,d,f,t,f,t,f,f,f,f,t,b,s,i,o,c,i
r,n,n,v,d,h,d,f,f,f,f,f,f,f,f,t,b,s,s,o,o,i
p,o,f,v,n,s,b,t,t,t,f,f,t,f,f,t,b,l,s,o,c,i
p,u,n,a,d,s,e,f,t,f,f,t,f,f,f,t,b,m,i,m,?,i
p,o,n,r,d,h,d,t,t,t,f,f,f,f,f,t,c,l,i,m,c,i
r,f,n,t,d,h,b,f,t,t,t,f,f,f,t,t,a,l,i,o,?,i
p,o,n,b,e,t,f,f,t,f,f,f,f,f,f,t,b,s,s,o,o,i
r,n,n,b,d,s,e,f,t,f,t,f,f,t,f,t,a,m,i,o,?,i
r,n,m,r,e,t,c,f,t,t,f,f,f,f,f,t,c,m,s,o,o,i
r,n,n,d,n,s,a,t,f,f,f,f,t,f,t,t,b,m,i,m,o,i
p,k,m,a,e,s,c,f,t,f,f,f,f,f,f,t,b,m,i,o,o,i
p,f,n,d,n,h,b,f,f,f,f,f,f,f,t,t,b,m,s,m,c,i
p,k,m,a,n,t,b,f,f,f,f,f,f,f,f,t,a,l,s,m,c,i
p,o,n,b,e,h,d,t,f,f,t,f,f,f,f,t,a,l,i,o,o,i
r,n,n,d,d,c,f,f,t,f,f,f,f,f,t,t,a,m,s,o,c,i
p,f,m,v,d,h,a,f,t,f,f,f,t,f,f,t,a,l,s,m,o,i
p,n,m,d,e,p,e,f,f,f,t,f,f,f,f,f,b,m,s,m,c,i
r,n,n,v,d,p,d,t,f,f,t,t,f,f,t,t,a,s,l,m,?,i
p,f,f,t,e,c,d,f,t,t,f,f,f,t,f,f,a,s,s,o,?,i
p,u,s,h,e,h,e,f,t,f,f,f,f,f,t,t,c,l,s,o,o,i
r,k,n,d,e,h,b,f,f,f,t,f,f,f,t,t,c,m,s,o,?,i
r,n,m,a,d,t,d,f,f,f,f,f,f,f,f,t,c,m,i,o,c,i
p,k,n,t,d,h,b,f,t,f,f,t,f,f,t,t,a,m,s,m,o,i
r,n,n,a,d,s,b,f,t,f,f,f,f,f,f,f,a,l,i,m,?,i
p,u,n,d,n,p,c,f,f,f,t,f,f,t,f,t,a,l,s,o,o,i
p,f,m,h,e,c,a,t,f,f,f,t,f,f,t,t,a,s,i,o,c,i
r,n,n,d,e,h,b,t,f,t,f,f,f,f,t,f,b,l,i,o,?,i
r,n,n,a,e,c,a,f,f,t,t,f,f,f,t,t,b,m,s,o,o,i
r,n,n,t,e,h,a,f,f,t,f,f,t,t,f,f,a,s,s,o,c,i
r,u,n,b,d,h,c,f,t,f,t,f,f,f,f,t,b,m,s,o,o,i
r,n,s,a,d,s,a,f,t,f,t,f,f,f,f,f,a,l,i,m,o,i
r,o,m,t,d,p,a,f,t,t,f,f,f,f,f,f,c,l,l,o,c,i
r,k,n,t,d,c,d,f,f,t,f,f,f,f,t,t,a,l,i,o,c,i
p,k,s,t,d,p,d,t,f,f,f,f,f,t,f,t,b,s,i,m,o,i
r,n,m,t,n,s,f,f,f,t,t,f,f,f,f,t,c,m,i,o,c,i
r,u,n,v,d,t,f,f,f,f,t,f,f,f,f,f,c,l,i,m,o,i
p,n,n,a,d,h,f,t,t,f,f,f,f,f,f,t,a,m,l,o,o,i
p,k,n,a,d,h,d,f,f,f,f,f,f,f,t,t,a,m,l,m,c,i
p,f,n,b,d,t,b,f,t,t,f,f,f,f,f,t,a,s,s,o,o,i
p,f,n,h,d,c,a,f,t,f,f,f,t,f,f,t,b,s,s,m,o,i
r,u,m,v,d,t,f,f,f,t,f,f,t,t,t,t,a,l,i,o,c,i
p,n,s,r,d,c,f,f,t,f,t,f,f,f,f,t,a,m,i,o,?,i
r,k,n,v,n,s,c,f,t,f,f,f,f,f,t,f,c,m,i,o,?,i
p,n,s,v,d,h,c,f,t,f,t,f,f,f,f,f,c,m,i,o,o,i
p,n,s,r,d,p,a,f,t,f,f,f,f,f,f,t,a,s,l,o,c,i
r,n,n,b,e,h,a,t,t,f,f,f,f,f,f,t,b,s,l,m,c,i
r,n,n,b,d,c,c,f,f,t,f,f,f,f,f,t,b,m,s,m,c,i
r,n,m,b,e,s,a,f,t,t,f,f,f,t,f,t,a,s,i,m,c,i
r,n,m,a,d,h,c,f,t,f,f,f,f,f,f,f,c,l,l,o,?,i
r,n,n,t,n,p,e,f,t,f,f,f,t,f,t,f,a,s,s,o,?,i
r,k,m,a,n,t,e,f,t,t,f,f,f,f,f,t,a,l,i,o,o,i
p,k,n,a,e,s,f,f,f,f,f,t,f,f,f,f,a,m,s,o,c,i
r,n,m,b,d,s,b,t,f,t,t,f,t,t,t,t,a,m,i,m,o,i
p,n,m,b,e,s,c,f,f,f,f,t,f,f,f,f,b,m,i,m,c,i
r,n,n,t,d,s,d,f,f,f,t,f,f,f,f,t,c,s,i,m,o,i
p,k,n,a,n,p,d,t,f,f,f,t,f,f,f,t,a,m,s,o,o,i
r,n,n,a,d,h,f,f,t,f,f,f,f,f,f,t,a,m,s,m,o,i
r,n,s,v,e,s,b,f,f,t,f,f,f,f,f,f,b,m,i,m,c,i
r,n,s,a,d,c,a,t,f,f,f,f,f,f,t,f,b,m,s,o,o,i
r,n,m,t,e,c,c,f,f,t,f,f,f,f,f,f,a,s,s,o,c,i
r,n,n,t,d,h,c,t,f,t,f,f,f,f,t,f,a,s,s,o,c,i
r,k,n,b,d,t,c,f,f,f,t,f,f,f,f,t,c,s,i,m,o,i
p,k,n,t,e,h,b,t,t,t,f,f,f,f,f,f,b,l,l,o,?,i
p,f,n,b,e,s,b,f,f,f,f,f,f,f,t,t,c,m,l,o,?,i
p,f,n,b,d,p,c,f,f,f,f,f,f,f,t,t,b,m,s,o,?,i
p,f,m,d,d,s,d,t,f,f,f,f,f,f,t,f,b,s,l,m,o,i
r,n,n,r,n,t,a,f,f,f,f,f,f,f,t,t,b,m,i,o,?,i
p,o,m,t,e,h,f,t,f,t,f,f,f,f,f,t,b,s,i,o,o,i
p,k,f,a,e,t,d,t,f,f,f,f,t,f,t,t,a,m,i,o,o,i
r,n,m,v,e,s,a,f,f,t,f,f,f,f,f,t,a,m,s,o,c,i
p,k,n,t,e,h,a,f,t,f,t,f,f,f,t,t,c,l,i,m,?,i
p,n,s,d,e,p,a,f,f,f,t,f,t,f,f,t,c,m,l,m,o,i
p,k,m,b,d,p,a,f,t,t,t,t,f,f,t,t,b,m,l,o,?,i
p,f,n,t,e,p,d,t,f,f,f,t,t,t,t,f,b,l,i,o,c,i
p,u,m,t,e,s,f,f,f,t,f,t,f,f,f,f,c,m,i,o,c,i
p,u,s,d,d,h,a,f,f,f,t,f,f,f,f,t,c,m,s,m,o,i
p,k,n,h,e,h,b,f,f,f,t,f,t,f,f,t,a,m,l,o,o,i
p,k,n,d,d,s,f,f,t,t,f,t,f,f,f,t,b,s,s,m,?,i
r,o,n,a,d,h,c,f,f,t,f,f,f,f,f,t,b,m,i,o,o,i
r,n,n,v,n,c,c,f,t,f,f,f,f,f,f,t,a,s,i,o,c,i
p,o,m,t,n,h,c,t,f,f,t,f,f,f,t,t,c,s,i,o,?,i
r,k,n,a,d,s,a,f,t,f,f,f,f,f,f,t,b,m,i,o,?,i
p,n,n,r,e,p,b,f,f,f,t,f,f,f,t,t,a,m,s,o,c,i
r,n,n,h,d,t,f,f,f,f,f,f,t,t,f,t,a,m,s,o,c,i
p,o,n,a,e,h,d,t,f,f,f,f,f,f,f,t,b,m,s,o,o,i
r,n,n,b,e,p,b,f,f,t,f,f,f,f,f,f,c,s,i,m,?,i
r,n,n,t,n,p,f,f,f,t,t,f,t,f,f,t,c,l,i,o,c,i
r,n,n,a,d,s,c,f,f,t,t,f,f,t,t,t,c,l,s,o,o,i
r,n,n,t,d,c,a,f,t,f,t,f,f,f,f,t,a,l,l,m,o,i
p,n,s,d,n,t,f,f,t,f,f,t,f,t,t,f,c,l,s,m,?,i
p,f,f,t,d,c,d,f,f,t,t,f,f,t,t,f,c,s,s,m,c,i
r,n,n,r,d,s,e,f,t,f,t,f,f,t,f,f,c,l,i,m,?,i
r,o,n,t,d,h,a,t,f,f,f,f,t,f,t,f,a,s,i,m,?,i
r,o,n,b,e,c,b,f,t,t,f,f,t,f,f,t,b,s,l,m,c,i
r,n,n,a,d,h,f,f,t,f,t,f,f,f,f,t,b,s,l,m,?,i
r,n,n,a,e,s,a,t,f,f,t,f,t,f,f,t,a,l,i,m,o,i
p,k,s,b,d,s,f,f,f,f,t,f,f,t,t,f,b,s,l,o,o,i
p,n,m,r,e,p,e,f,f,f,t,t,f,f,f,t,b,s,s,o,o,i
r,n,n,d,n,h,b,f,t,f,t,f,t,f,t,f,b,m,s,o,o,i
p,u,s,a,e,t,f,f,t,f,f,f,f,f,t,t,c,l,i,m,c,i
r,u,n,b,e,h,f,f,t,f,f,f,f,f,f,t,c,m,i,o,?,i
r,o,n,d,e,p,f,f,f,f,t,f,f,f,f,t,c,s,s,m,c,i
r,n,n,a,d,s,c,t,f,t,t,f,f,f,f,t,c,m,i,m,o,i
p,f,n,d,n,p,d,f,f,f,t,f,f,f,f,f,b,m,i,o,?,i
p,f,s,h,n,p,b,t,f,t,t,f,t,f,f,t,c,m,i,o,c,i
p,n,n,d,n,h,a,f,t,f,f,t,f,f,t,f,a,l,i,o,o,i
p,f,m,b,n,s,f,f,f,t,f,f,f,t,t,t,c,m,i,o,c,i
r,n,n,v,e,t,f,f,f,f,f,f,f,f,t,f,a,s,l,o,o,i
p,n,s,b,e,c,a,f,f,f,t,f,t,f,f,f,a,m,s,m,c,i
r,k,m,b,d,h,d,f,f,f,t,f,f,f,t,f,c,m,s,m,o,i
r,n,n,h,n,h,f,f,t,t,t,f,f,f,t,t,c,m,s,o,?,i
r,n,n,t,e,t,d,f,f,t,f,f,f,t,f,t,a,l,s,o,c,i
p,o,s,v,d,c,a,f,t,f,f,f,f,f,f,t,a,l,s,o,?,i
p,u,n,b,n,h,a,t,f,f,t,f,f,f,f,t,a,m,i,o,o,i
r,k,n,t,e,h,c,f,t,f,t,t,f,f,f,f,a,l,l,m,o,i
p,o,s,r,n,s,f,f,f,f,f,f,f,t,t,t,a,m,s,o,o,i
r,u,n,v,n,p,b,f,f,f,f,f,f,f,f,t,a,m,s,o,?,i
p,n,n,b,n,p,b,t,f,f,t,f,f,f,f,f,a,m,i,o,?,i
r,n,n,d,e,h,e,t,f,f,f,t,t,f,t,t,a,m,i,m,?,i
r,n,n,a,e,s,e,f,f,f,f,f,f,f,f,f,c,m,s,m,c,i
r,n,n,d,n,s,f,f,t,t,f,f,f,t,f,f,c,s,i,m,c,i
p,f,n,r,d,s,e,t,t,f,f,f,f,f,f,t,a,s,s,m,o,i
r,n,n,v,d,t,d,f,t,f,f,f,f,f,f,t,c,m,i,o,c,i
r,n,n,t,n,c,f,f,t,t,f,t,f,f,t,t,a,l,l,o,?,i
r,n,n,a,n,h,d,f,t,f,f,f,t,t,f,t,a,m,s,o,o,i
p,n,s,d,n,s,d,f,t,t,f,f,f,f,f,t,b,l,s,m,o,i
p,u,n,t,d,s,a,f,f,f,t,f,f,f,t,f,c,m,s,m,o,i
r,n,n,a,d,c,c,f,f,f,f,f,f,t,t,t,c,m,i,m,?,i
r,n,n,v,n,s,a,f,t,f,t,f,f,f,f,t,c,m,i,o,c,i
r,n,m,v,d,h,f,f,f,f,t,f,f,f,f,t,b,l,s,o,c,i
p,k,n,d,e,t,a,t,t,f,f,f,f,f,t,t,c,s,s,m,c,i
p,k,n,v,d,h,b,f,f,f,f,f,f,f,t,t,a,m,s,o,o,i
r,k,m,d,n,p,f,f,t,t,t,f,f,f,f,f,a,s,i,m,c,i
r,n,n,b,e,s,e,f,t,t,f,f,t,f,f,f,b,m,s,m,?,i
p,n,m,r,d,s,e,f,f,f,t,f,f,f,f,f,a,s,s,o,o,i
p,o,s,d,e,p,e,f,f,f,t,f,f,t,f,t,c,l,s,o,c,i
r,k,m,v,d,p,a,f,f,f,f,f,f,f,f,f,b,l,l,m,?,i
p,f,n,t,e,c,b,f,f,f,f,f,f,f,t,t,a,l,i,m,o,i
p,f,n,a,e,h,e,f,t,f,f,f,f,f,f,t,c,m,s,o,o,i
p,o,n,b,e,s,f,f,f,f,f,f,f,f,f,t,a,s,s,o,c,i
r,n,m,v,e,h,b,t,t,f,f,t,t,f,t,t,a,s,s,m,o,i
p,n,s,b,d,s,b,f,t,t,f,f,f,f,f,t,a,s,i,m,c,i
p,k,s,v,d,s,b,f,t,f,f,f,f,t,f,t,c,s,i,o,?,i
r,n,n,d,n,h,c,f,t,f,f,f,f,f,f,t,c,m,i,o,o,i
p,o,m,t,d,s,b,f,f,t,f,f,f,f,f,t,c,s,s,o,c,i
p,k,n,r,e,s,a,f,f,f,f,f,f,f,f,t,b,l,i,m,c,i
p,o,m,b,d,s,c,f,f,f,t,f,f,f,t,f,b,m,i,m,c,i
p,o,n,t,n,h,d,f,t,f,f,f,f,f,t,t,b,s,i,o,?,i
p,k,n,b,n,p,d,t,t,f,f,f,f,f,f,t,c,l,s,o,c,i
r,u,n,b,d,t,b,t,f,t,f,f,f,f,f,t,b,l,i,o,?,i
p,k,s,v,e,s,b,t,t,f,t,f,f,f,f,f,a,s,s,m,c,i
p,o,n,b,e,s,b,t,t,t,f,f,f,f,f,f,a,l,s,o,o,i
r,n,n,t,n,p,d,f,t,f,f,f,f,f,f,t,a,s,i,o,o,i
p,k,n,b,n,s,b,f,f,t,f,t,t,f,f,t,a,m,i,o,?,i
r,k,n,d,e,c,f,f,f,t,f,t,f,f,t,t,a,m,i,o,?,i
p,n,s,b,n,s,b,f,t,t,t,f,f,f,t,t,b,m,i,m,o,i
p,n,n,a,e,c,e,f,f,f,f,f,f,f,t,t,a,m,l,m,o,i
r,u,n,d,d,s,b,f,f,t,f,f,f,f,f,t,a,s,s,m,o,i
r,k,m,t,e,c,d,f,t,f,f,f,f,f,t,t,a,s,s,o,?,i
r,n,n,a,e,h,d,f,t,f,f,f,f,f,f,f,b,s,l,m,?,i
r,n,n,a,d,s,a,t,f,t,t,f,f,f,t,t,a,s,s,o,o,i
r,n,n,v,e,h,b,f,f,f,f,f,f,t,t,t,b,l,i,o,o,i
r,n,n,d,d,h,a,f,f,f,f,f,f,f,f,t,b,m,i,m,o,i
p,u,n,t,d,t,c,f,t,t,f,f,f,f,f,f,a,m,i,m,?,i
r,n,n,v,n,h,f,f,t,t,f,f,f,f,f,t,c,l,i,m,c,i
r,n,n,v,d,s,d,f,f,f,f,f,t,f,f,t,c,m,s,o,?,i
p,k,m,d,n,h,d,f,f,t,t,f,f,f,f,f,c,l,i,o,o,i
p,n,m,d,d,s,b,f,t,f,t,f,f,f,f,f,c,m,i,m,?,i
r,n,s,v,e,p,c,f,t,f,f,f,f,f,f,t,a,l,s,o,?,i
r,f,n,t,n,p,e,t,t,f,t,f,t,f,f,f,a,m,s,o,?,i
p,k,n,a,n,s,a,f,f,f,f,f,f,f,f,t,a,s,s,m,c,i
p,u,f,d,n,h,a,f,f,f,f,f,t,f,f,f,a,s,l,o,o,i
p,k,m,b,d,c,b,f,t,f,f,f,f,f,t,t,b,m,i,o,?,i
r,n,n,b,d,s,b,f,f,t,f,f,f,f,t,t,c,l,l,o,o,i
r,o,n,d,e,c,f,t,f,t,f,f,t,f,t,t,c,l,i,o,?,i
r,u,n,d,n,h,a,f,f,f,t,f,f,f,f,t,a,m,l,o,c,i
p,f,n,v,n,h,a,f,t,f,f,f,f,f,f,t,a,s,l,m,o,i
r,u,n,d,e,h,a,f,f,f,f,f,f,f,t,t,c,m,s,m,o,i
r,o,n,t,d,h,b,t,t,f,f,f,t,f,f,t,c,m,s,o,?,i
p,u,s,v,d,c,b,t,f,f,f,t,f,f,t,t,c,m,i,m,c,i
r,n,n,h,n,h,a,f,t,f,t,f,t,f,t,t,a,s,i,o,?,i
r,f,n,t,e,c,a,f,f,t,f,f,f,f,t,t,a,l,s,o,c,i
r,n,n,t,n,h,a,f,f,t,f,f,f,f,f,t,c,m,i,o,?,i
p,k,m,v,e,c,e,f,t,f,f,f,f,f,t,t,b,l,l,m,?,i
p,f,m,b,n,s,c,t,f,f,f,t,f,f,f,f,c,s,i,m,c,i
r,u,n,t,n,h,e,f,f,t,f,f,f,f,f,t,c,m,s,o,?,i
r,u,n,t,d,h,a,f,f,f,t,f,f,f,f,t,c,m,s,o,o,i
p,n,m,a,n,s,b,f,t,f,t,t,f,f,f,t,b,l,s,o,?,i
p,f,m,a,d,s,f,f,t,t,f,f,f,t,t,f,c,l,l,o,?,i
p,f,n,d,e,h,a,f,f,t,f,f,f,t,f,t,b,s,i,o,o,i
p,n,s,r,n,s,c,f,t,t,t,f,f,f,f,t,c,m,s,o,c,i
r,n,n,v,d,h,b,f,f,f,f,f,t,t,f,t,b,m,i,o,o,i
r,n,n,t,d,h,a,t,t,t,f,f,f,f,f,f,b,m,i,o,o,i
r,o,n,a,e,c,d,f,f,t,f,f,f,f,f,t,a,m,s,o,c,i
p,k,n,a,n,t,d,f,f,t,t,f,f,f,t,t,c,s,i,m,o,i
r,u,n,d,d,p,b,f,f,f,f,f,f,f,f,t,c,m,i,m,o,i
r,n,n,h,e,t,c,f,f,f,f,f,f,f,t,t,b,l,i,o,?,i
p,u,m,a,e,t,c,f,f,f,f,f,f,f,f,t,b,m,s,o,?,i
r,n,n,h,d,s,c,f,f,t,f,f,f,f,t,t,a,l,s,o,o,i
p,o,f,t,e,s,e,f,f,f,f,t,f,f,f,t,b,m,l,o,o,i
p,n,n,a,e,s,e,f,f,f,t,f,f,f,f,t,a,l,s,o,o,i
p,k,n,v,n,s,b,f,f,t,f,f,f,f,f,t,a,m,l,o,o,i
p,o,s,a,e,p,b,f,f,f,f,t,f,f,f,t,b,l,s,o,c,i
