year,bank,baseBank,charter,charter2,atvType,assets_b,roa,nim,efficiency,npl,funding,book,region,sFlag,tFlag
1996,Summit Commercial,Summit,Regional Commercial,,,14.559,1.329,3.034,58.7,0.754,Core,C&I loans,West,,
1997,Summit Commercial,Summit,Regional Commercial,,,15.105,1.017,3.31,58.9,0.513,Wholesale,Retail loans,South,,
1997,Summit Commercial,Summit,Regional Commercial,,,15.564,0.96,3.281,60.04,0.604,Core,C&I loans,Northeast,,
1998,Summit Commercial,Summit,Regional Commercial,,,15.35,1.186,3.333,57.2,0.662,Wholesale,Retail loans,Northeast,,
1998,Summit Commercial,Summit,Regional Commercial,,,15.24,1.299,3.321,56.34,0.676,,C&I loans,West,,
1998,Summit Commercial,Summit,Regional Commercial,,,14.883,1.357,3.323,57.25,0.629,Core,Mortgage,West,,
1999,Summit Commercial,Summit,Regional Commercial,,,14.723,1.297,3.578,57.72,0.325,Wholesale,Retail loans,Midwest,,
2000,Summit Commercial,Summit,Regional Commercial,,,14.373,1.295,3.275,59.61,0.768,Wholesale,Retail loans,Northeast,,
2000,Summit Commercial,Summit,Regional Commercial,,,16.071,1.413,3.264,56.37,0.875,Core,C&I loans,South,,
2000,Summit Commercial,Summit,Regional Commercial,,,14.344,1.305,3.329,57.63,0.815,Core,Mortgage,West,,
2001,Summit Commercial,Summit,Regional Commercial,,,15.635,1.06,3.233,60.45,0.545,Wholesale,Retail loans,West,,
2001,Summit Commercial,Summit,Regional Commercial,,,14.958,1.177,3.107,60.99,0.449,Wholesale,C&I loans,West,,
2001,Summit Commercial,Summit,Regional Commercial,,,15.843,1.096,3.175,58.39,0.651,Wholesale,Mortgage,West,,
2002,Summit Commercial,Summit,Regional Commercial,,,16.302,1.228,3.296,58.66,1.183,Wholesale,Retail loans,South,,
2002,Summit Commercial,Summit,Regional Commercial,,,17.148,1.315,3.292,55.57,1.055,Core,C&I loans,Midwest,,
2003,Summit Commercial,Summit,Regional Commercial,,,17.441,1.368,3.084,59.24,0.712,Core,Retail loans,Northeast,,
2004,Summit Commercial,Summit,Regional Commercial,,,15.999,1.205,3.319,54.48,0.689,Core,Retail loans,West,,
2004,Summit Commercial,Summit,Regional Commercial,,,16.71,1.085,3.314,55.11,0.488,Core,C&I loans,Midwest,,
2005,Summit Commercial,Summit,Regional Commercial,,,16.602,0.907,3.233,55.52,0.586,Core,Retail loans,South,,
2005,Summit Commercial,Summit,Regional Commercial,,,16.449,1.009,3.23,54.49,0.627,Core,C&I loans,Northeast,,
2005,Summit Commercial,Summit,Regional Commercial,,,16.71,0.942,3.213,56.52,0.604,Core,Mortgage,West,,
2006,Summit Commercial,Summit,Regional Commercial,,,18.429,1.252,3.101,59.19,0.969,Core,Retail loans,Northeast,,
2007,Summit Commercial,Summit,Regional Commercial,,Hybrid-channel,18.521,0.658,3.371,59.15,0.681,Core,Retail loans,Northeast,,
2007,Summit Commercial,Summit,Regional Commercial,,Hybrid-channel,18.457,0.714,3.386,59.23,0.793,Core,C&I loans,Northeast,,
2008,Summit Commercial,Summit,Regional Commercial,,,18.961,0.688,3.131,64.07,1.885,Core,Retail loans,South,,
2008,Summit Commercial,Summit,Regional Commercial,,,17.126,0.633,3.054,62.84,2.043,,C&I loans,South,,
2009,Summit Commercial,Summit,Regional Commercial,,,19.054,0.139,3.243,63.71,4.017,Core,Retail loans,West,,
2010,Summit Commercial,Summit,Regional Commercial,,,17.861,0.787,3.182,60.28,3.705,Core,Retail loans,Northeast,,
2010,Summit Commercial,Summit,Regional Commercial,,,18.127,0.843,3.185,60.6,3.803,Core,C&I loans,Midwest,,
2010,Summit Commercial,Summit,Regional Commercial,,,19.841,0.762,3.22,59.52,3.687,Core,Mortgage,South,,
2011,Summit Commercial,Summit,Regional Commercial,,,21.512,0.647,2.967,67.03,0.618,Core,Retail loans,Northeast,,
2011,Summit Commercial,Summit,Regional Commercial,,,19.11,0.628,3.068,67.43,0.647,Core,C&I loans,Northeast,,
2011,Summit Commercial,Summit,Regional Commercial,,,20.541,0.597,2.99,64.76,0.694,Core,Mortgage,West,,
2012,Summit Commercial,Summit,Regional Commercial,,,20.507,0.807,3.264,59.49,1.128,Wholesale,Retail loans,West,,
2012,Summit Commercial,Summit,Regional Commercial,,,20.499,0.883,3.328,61.07,0.974,Core,C&I loans,Midwest,,
2012,Summit Commercial,Summit,Regional Commercial,,,20.198,0.862,3.275,61.78,0.907,Core,Mortgage,West,,
2013,Summit Commercial,Summit,Regional Commercial,,,22.419,1.226,3.355,58.16,0.742,Core,Retail loans,Northeast,,
2014,Summit Commercial,Summit,Regional Commercial,,Hybrid-channel,20.761,1.316,3.251,57.58,0.664,Core,Retail loans,West,,
2015,Summit Commercial,Summit,Regional Commercial,,,21.038,0.714,3.165,59.26,0.582,Core,Retail loans,South,,
2016,Summit Commercial,Summit,Regional Commercial,,,25.486,1.346,2.88,60.65,0.736,Wholesale,Retail loans,Midwest,,
2017,Summit Commercial,Summit,Regional Commercial,,,25.075,1.339,3.071,59.1,0.52,Core,Retail loans,West,,
2017,Summit Commercial,Summit,Regional Commercial,,,25.293,1.256,3.011,59.15,0.651,Core,C&I loans,West,,
2018,Summit Commercial,Summit,Regional Commercial,,,25.713,1.4,3.187,57.92,0.867,Wholesale,Retail loans,Northeast,,
2018,Summit Commercial,Summit,Regional Commercial,,,25.732,1.394,3.302,54.93,1.0,Core,C&I loans,South,,
2019,Summit Commercial,Summit,Regional Commercial,,,25.328,0.956,2.948,61.16,0.241,Wholesale,Retail loans,Midwest,,
2020,Summit Commercial,Summit,Regional Commercial,,,25.664,1.141,2.947,59.03,0.419,Core,Retail loans,South,,
2021,Summit Commercial,Summit,Regional Commercial,,,28.783,1.174,2.86,60.22,0.204,Core,Retail loans,South,,
2022,Summit Commercial,Summit,Regional Commercial,,,29.583,1.359,2.807,62.78,0.342,Core,Retail loans,West,,
2023,Summit Commercial,Summit,Regional Commercial,,,30.854,0.916,2.875,59.98,0.669,Core,Retail loans,Northeast,,
2024,Summit Commercial,Summit,Regional Commercial,,,29.064,1.059,2.5,55.49,0.694,Core,Retail loans,Midwest,,
1990,Lakeside Bank,Lakeside,Money Center,,,367.907,0.749,3.222,64.53,0.169,Wholesale,Retail loans,South,,
1991,Lakeside Bank,Lakeside,Money Center,,,377.265,1.002,2.898,63.84,0.41,Core,Retail loans,Midwest,,
1991,Lakeside Bank,Lakeside,Money Center,,,413.197,0.938,2.86,64.3,0.351,Core,C&I loans,Midwest,,
1992,Lakeside Bank,Lakeside,Money Center,,,386.079,0.945,3.31,65.17,0.995,Wholesale,Retail loans,Northeast,,
1992,Lakeside Bank,Lakeside,Money Center,,,396.327,0.91,3.202,63.32,1.051,Core,C&I loans,West,,
1993,Lakeside Bank,Lakeside,Money Center,,,419.077,0.943,3.182,67.59,1.48,Core,Retail loans,Northeast,,
1994,Lakeside Bank,Lakeside,Money Center,,,447.083,0.772,2.963,69.17,0.69,Wholesale,Retail loans,South,,
1994,Lakeside Bank,Lakeside,Money Center,,,391.249,0.866,3.025,68.4,0.55,Wholesale,C&I loans,South,,
1994,Lakeside Bank,Lakeside,Money Center,,,428.632,0.903,2.963,68.03,0.746,Wholesale,Mortgage,West,,
1995,Lakeside Bank,Lakeside,Money Center,,,438.558,0.985,2.972,63.37,0.824,Wholesale,Retail loans,West,,
1996,Lakeside Bank,Lakeside,Money Center,,,462.284,1.173,3.138,62.02,0.59,Wholesale,Retail loans,Midwest,,
1996,Lakeside Bank,Lakeside,Money Center,,,458.249,1.215,3.139,60.85,0.595,Core,C&I loans,Midwest,,
1997,Lakeside Bank,Lakeside,Money Center,,,406.905,0.712,3.069,67.7,0.37,Core,Retail loans,West,,
1998,Lakeside Bank,Lakeside,Money Center,,,465.665,0.812,3.003,66.4,0.62,Wholesale,Retail loans,South,,
1998,Lakeside Bank,Lakeside,Money Center,,,457.685,0.817,3.004,67.47,0.73,Wholesale,C&I loans,Northeast,,
1999,Lakeside Bank,Lakeside,Money Center,,,457.665,0.815,3.13,69.33,0.912,Wholesale,Retail loans,Northeast,,
2000,Lakeside Bank,Lakeside,Money Center,,,470.643,1.029,3.124,63.75,0.758,Wholesale,Retail loans,West,,
2000,Lakeside Bank,Lakeside,Money Center,,,498.093,0.965,3.13,63.86,0.708,Core,C&I loans,Northeast,,
2001,Lakeside Bank,Lakeside,Money Center,,,493.772,0.816,2.818,68.9,1.035,Core,Retail loans,Northeast,,
2002,Lakeside Bank,Lakeside,Money Center,,,494.939,0.987,3.084,67.02,1.223,Wholesale,Retail loans,Midwest,,
2002,Lakeside Bank,Lakeside,Money Center,,,457.511,1.014,3.15,64.91,1.298,Core,C&I loans,Northeast,,
2003,Lakeside Bank,Lakeside,Money Center,,,515.961,1.013,2.904,61.55,0.64,Wholesale,Retail loans,Midwest,,
2004,Lakeside Bank,Lakeside,Money Center,,,467.32,1.014,3.016,61.77,0.317,Wholesale,Retail loans,Midwest,,
2005,Lakeside Bank,Lakeside,Money Center,,,527.196,0.673,2.842,68.63,0.48,Wholesale,Retail loans,Northeast,,
2005,Lakeside Bank,Lakeside,Money Center,,,477.849,0.677,2.895,67.79,0.587,Core,C&I loans,Midwest,,
2006,Lakeside Bank,Lakeside,Money Center,,,518.545,1.008,3.055,66.84,0.411,Wholesale,Retail loans,West,,
2006,Lakeside Bank,Lakeside,Money Center,,,479.906,0.928,2.938,66.69,0.593,Core,C&I loans,Midwest,,
2007,Lakeside Bank,Lakeside,Money Center,,,491.715,0.812,3.274,62.72,1.038,Core,Retail loans,Midwest,,
2007,Lakeside Bank,Lakeside,Money Center,,,523.013,0.886,3.176,62.22,1.087,Core,C&I loans,Northeast,,
2008,Lakeside Bank,Lakeside,Money Center,,Hybrid-channel,526.629,0.496,2.967,65.62,2.154,Wholesale,Retail loans,West,,
2009,Lakeside Bank,Lakeside,Money Center,,,581.343,0.614,2.896,66.95,2.822,Core,Retail loans,South,,
2009,Lakeside Bank,Lakeside,Money Center,,,541.697,0.517,2.876,68.47,3.052,Core,C&I loans,Northeast,,
2010,Lakeside Bank,Lakeside,Money Center,,,542.774,0.733,2.903,68.62,3.31,Wholesale,Retail loans,South,,
2010,Lakeside Bank,Lakeside,Money Center,,,545.368,0.754,2.853,69.36,3.304,Core,C&I loans,Midwest,,
2011,Lakeside Bank,Lakeside,Money Center,,,639.042,0.921,3.438,67.27,1.008,Wholesale,Retail loans,West,,
2012,Lakeside Bank,Lakeside,Money Center,,Hybrid-channel,574.89,1.151,2.971,63.43,1.089,Wholesale,Retail loans,West,,
2012,Lakeside Bank,Lakeside,Money Center,,Hybrid-channel,619.06,1.106,2.955,60.96,1.052,Core,C&I loans,West,,
2013,Lakeside Bank,Lakeside,Money Center,,,674.92,0.95,2.869,66.77,0.511,Core,Retail loans,Midwest,,
2014,Lakeside Bank,Lakeside,Money Center,,,634.789,1.134,2.813,63.84,0.838,Core,Retail loans,Northeast,,
2014,Lakeside Bank,Lakeside,Money Center,,,609.302,0.958,2.85,63.93,0.864,Core,C&I loans,Northeast,,
2014,Lakeside Bank,Lakeside,Money Center,,,644.184,1.086,2.846,64.6,0.702,Core,Mortgage,West,,
2015,Lakeside Bank,Lakeside,Money Center,,,716.59,0.975,2.94,64.88,0.87,Core,Retail loans,South,,
2015,Lakeside Bank,Lakeside,Money Center,,,716.719,0.803,2.948,63.88,0.698,Core,C&I loans,West,,
2016,Lakeside Bank,Lakeside,Money Center,,,715.873,0.774,3.113,66.73,0.314,Wholesale,Retail loans,South,,
2016,Lakeside Bank,Lakeside,Money Center,,,736.896,0.791,3.144,68.74,0.411,Wholesale,C&I loans,South,,
2016,Lakeside Bank,Lakeside,Money Center,,,721.057,0.816,3.042,67.14,0.419,Core,Mortgage,Midwest,,
2017,Lakeside Bank,Lakeside,Money Center,,,769.752,1.054,3.181,67.08,0.635,Core,Retail loans,West,,
2018,Lakeside Bank,Lakeside,Money Center,,,791.282,0.719,3.275,68.89,0.591,Wholesale,Retail loans,West,,
2019,Lakeside Bank,Lakeside,Money Center,,Hybrid-channel,782.285,1.002,3.229,65.84,0.532,Wholesale,Retail loans,South,,
2020,Lakeside Bank,Lakeside,Money Center,,,791.002,0.825,2.773,66.48,0.532,Wholesale,Retail loans,Northeast,,
2021,Lakeside Bank,Lakeside,Money Center,,,898.915,1.207,2.841,60.93,0.366,Wholesale,Retail loans,West,,
2022,Lakeside Bank,Lakeside,Money Center,,,907.536,0.968,2.782,67.11,0.705,Core,Retail loans,South,,
2022,Lakeside Bank,Lakeside,Money Center,,,915.641,0.978,2.893,69.14,0.709,Core,C&I loans,Midwest,,
2023,Lakeside Bank,Lakeside,Money Center,,,945.349,0.986,2.931,65.52,0.1,Wholesale,Retail loans,Midwest,,
2023,Lakeside Bank,Lakeside,Money Center,,,954.807,1.032,2.923,66.61,0.186,Core,C&I loans,West,,
2024,Lakeside Bank,Lakeside,Money Center,,,892.13,1.116,2.737,61.97,0.321,Wholesale,Retail loans,West,,
1990,Prairie Capital,Prairie,Community Commercial,,,3.134,1.255,3.116,55.42,0.845,Core,Retail loans,South,,
1990,Prairie Capital,Prairie,Community Commercial,,,3.172,1.197,3.158,55.32,0.621,Core,C&I loans,Northeast,,
1991,Prairie Capital,Prairie,Community Commercial,,,3.129,1.254,3.282,54.29,1.037,Core,Retail loans,Northeast,,
1992,Prairie Capital,Prairie,Community Commercial,,,3.019,1.277,3.118,52.89,1.04,Wholesale,Retail loans,Midwest,,
1993,Prairie Capital,Prairie,Community Commercial,,,3.17,1.261,3.085,54.84,1.31,Wholesale,Retail loans,West,,
1993,Prairie Capital,Prairie,Community Commercial,,,3.026,1.34,3.148,55.01,1.513,Core,C&I loans,West,,
1994,Prairie Capital,Prairie,Community Commercial,,,2.937,0.748,3.608,60.28,1.401,Core,Retail loans,Midwest,,
1995,Prairie Capital,Prairie,Community Commercial,,,3.266,1.326,3.174,52.98,0.663,Core,Retail loans,Northeast,,
1996,Prairie Capital,Prairie,Community Commercial,,,3.407,1.073,3.25,57.43,0.774,Core,Retail loans,South,,
1996,Prairie Capital,Prairie,Community Commercial,,,3.294,0.972,3.177,59.42,0.803,Core,C&I loans,South,,
1996,Prairie Capital,Prairie,Community Commercial,,,3.396,1.033,3.158,57.81,0.666,Core,Mortgage,Northeast,,
1997,Prairie Capital,Prairie,Community Commercial,,,3.179,1.097,3.515,57.49,1.085,Core,Retail loans,Northeast,,
1998,Prairie Capital,Prairie,Community Commercial,,,3.32,1.16,3.405,54.49,0.924,Core,Retail loans,Midwest,,
1998,Prairie Capital,Prairie,Community Commercial,,,3.671,1.085,3.479,52.92,0.928,Core,C&I loans,West,,
1999,Prairie Capital,Prairie,Community Commercial,,,3.462,1.104,3.439,56.09,0.533,Core,Retail loans,South,,
1999,Prairie Capital,Prairie,Community Commercial,,,3.237,1.1,3.364,55.47,0.675,Core,C&I loans,Northeast,,
1999,Prairie Capital,Prairie,Community Commercial,,,3.26,0.991,3.366,55.39,0.73,Core,Mortgage,West,,
2000,Prairie Capital,Prairie,Community Commercial,,,3.256,1.079,3.364,55.7,0.766,Core,Retail loans,Northeast,,
2001,Prairie Capital,Prairie,Community Commercial,,,3.553,1.215,3.336,55.41,1.09,Core,Retail loans,Northeast,,
2001,Prairie Capital,Prairie,Community Commercial,,,3.789,1.182,3.327,55.7,0.995,Core,C&I loans,Midwest,,
2002,Prairie Capital,Prairie,Community Commercial,,,3.64,1.11,3.041,55.37,0.35,Core,Retail loans,South,,
2003,Prairie Capital,Prairie,Community Commercial,,,3.862,1.056,3.198,57.22,0.804,Core,Retail loans,South,,
2003,Prairie Capital,Prairie,Community Commercial,,,3.644,1.033,3.346,58.59,0.779,,C&I loans,Midwest,,
2004,Prairie Capital,Prairie,Community Commercial,,,3.829,1.282,3.153,51.45,0.757,Core,Retail loans,West,,
2004,Prairie Capital,Prairie,Community Commercial,,,3.555,1.376,3.186,50.75,0.909,Core,C&I loans,Northeast,,
2005,Prairie Capital,Prairie,Community Commercial,,,4.159,1.009,3.282,59.21,0.681,Core,Retail loans,West,,
2005,Prairie Capital,Prairie,Community Commercial,,,3.868,1.076,3.29,56.64,0.64,Core,C&I loans,South,,
2006,Prairie Capital,Prairie,Community Commercial,,,4.034,1.096,3.368,56.09,0.849,Core,Retail loans,Northeast,,
2007,Prairie Capital,Prairie,Community Commercial,,,4.101,1.334,3.438,52.72,0.919,Wholesale,Retail loans,South,,
2008,Prairie Capital,Prairie,Community Commercial,,,4.127,0.366,3.207,66.47,2.077,Core,Retail loans,Midwest,,
2008,Prairie Capital,Prairie,Community Commercial,,,4.168,0.507,3.236,63.81,2.118,Core,C&I loans,Midwest,,
2009,Prairie Capital,Prairie,Community Commercial,,,4.163,0.098,3.29,62.25,3.263,Wholesale,Retail loans,Northeast,,
2010,Prairie Capital,Prairie,Community Commercial,,,4.252,0.372,3.387,63.61,3.704,Core,Retail loans,South,,
2010,Prairie Capital,Prairie,Community Commercial,,,4.677,0.451,3.342,66.14,3.705,Core,C&I loans,West,,
2011,Prairie Capital,Prairie,Community Commercial,,,4.421,0.82,3.186,55.13,0.625,Core,Retail loans,Northeast,,
2012,Prairie Capital,Prairie,Community Commercial,,,4.369,1.595,3.124,52.56,0.877,Core,Retail loans,Midwest,,
2013,Prairie Capital,Prairie,Community Commercial,,,4.921,1.417,3.68,52.77,0.405,Core,Retail loans,Midwest,,
2014,Prairie Capital,Prairie,Community Commercial,,,4.758,0.923,3.433,57.37,1.03,Wholesale,Retail loans,Midwest,,
2015,Prairie Capital,Prairie,Community Commercial,,,4.867,1.233,3.508,57.34,0.693,Core,Retail loans,South,,
2016,Prairie Capital,Prairie,Community Commercial,,,5.138,1.435,2.895,52.57,0.709,Core,Retail loans,Northeast,,
2017,Prairie Capital,Prairie,Community Commercial,,,5.729,1.03,3.433,57.87,0.747,Core,Retail loans,South,,
2017,Prairie Capital,Prairie,Community Commercial,,,5.354,1.146,3.451,59.73,0.754,Core,C&I loans,South,,
2017,Prairie Capital,Prairie,Community Commercial,,,5.259,1.077,3.472,59.08,0.62,Core,Mortgage,Midwest,,
2018,Prairie Capital,Prairie,Community Commercial,,,5.849,1.14,3.084,58.14,0.839,Core,Retail loans,South,,
2018,Prairie Capital,Prairie,Community Commercial,,,5.454,1.123,3.162,57.4,1.038,Core,C&I loans,West,,
2019,Prairie Capital,Prairie,Community Commercial,,,6.144,1.265,3.245,56.59,0.431,Core,Retail loans,South,,
2020,Prairie Capital,Prairie,Community Commercial,,,6.135,1.156,3.064,55.91,0.586,Core,Retail loans,West,,
2021,Prairie Capital,Prairie,Community Commercial,,,6.292,1.029,2.965,58.06,0.586,Core,Retail loans,Northeast,,
2021,Prairie Capital,Prairie,Community Commercial,,,6.579,1.03,2.952,57.64,0.575,Core,C&I loans,West,,
2022,Prairie Capital,Prairie,Community Commercial,,,6.629,1.473,3.048,55.3,0.257,Core,Retail loans,Midwest,,
2023,Prairie Capital,Prairie,Community Commercial,,,6.971,1.363,2.916,52.01,0.393,Core,Retail loans,West,,
2024,Prairie Capital,Prairie,Community Commercial,,,7.607,1.553,2.822,52.22,0.148,Core,Retail loans,West,,
2024,Prairie Capital,Prairie,Community Commercial,,,7.041,1.527,2.878,53.47,0.155,Core,C&I loans,South,,
1990,Ironclad Bank,Ironclad,Regional Commercial,,,10.09,1.131,3.407,55.48,0.847,Wholesale,Retail loans,Northeast,,
1991,Ironclad Bank,Ironclad,Regional Commercial,,,10.88,1.104,3.292,58.21,0.588,Wholesale,Retail loans,South,,
1992,Ironclad Bank,Ironclad,Regional Commercial,,,10.664,1.133,3.144,56.75,1.015,Wholesale,Retail loans,Midwest,,
1993,Ironclad Bank,Ironclad,Regional Commercial,,,12.037,0.85,3.165,62.0,0.964,Wholesale,Retail loans,Midwest,,
1994,Ironclad Bank,Ironclad,Regional Commercial,,Hybrid-channel,12.128,0.677,3.22,64.33,0.8,Core,Retail loans,Northeast,,
1995,Ironclad Bank,Ironclad,Regional Commercial,,,12.378,1.188,3.303,53.94,0.553,Wholesale,Retail loans,West,,
1995,Ironclad Bank,Ironclad,Regional Commercial,,,12.333,1.243,3.27,52.37,0.427,Core,C&I loans,South,,
1996,Ironclad Bank,Ironclad,Regional Commercial,,,12.754,0.692,3.102,62.86,0.99,Wholesale,Retail loans,Midwest,,
1997,Ironclad Bank,Ironclad,Regional Commercial,,,12.101,1.129,3.376,56.96,0.39,Wholesale,Retail loans,Midwest,,
1998,Ironclad Bank,Ironclad,Regional Commercial,,,12.469,1.459,3.438,54.24,0.913,Wholesale,Retail loans,South,,
1998,Ironclad Bank,Ironclad,Regional Commercial,,,13.293,1.455,3.53,53.97,0.932,Core,C&I loans,Northeast,,
1999,Ironclad Bank,Ironclad,Regional Commercial,,,13.542,0.787,3.202,61.88,0.947,Core,Retail loans,South,,
1999,Ironclad Bank,Ironclad,Regional Commercial,,,11.677,0.847,3.127,61.29,0.902,Core,C&I loans,South,,
2000,Ironclad Bank,Ironclad,Regional Commercial,,,11.99,0.884,3.055,58.09,0.709,Core,Retail loans,South,,
2000,Ironclad Bank,Ironclad,Regional Commercial,,,13.812,0.946,2.989,58.72,0.976,Core,C&I loans,West,,
2001,Ironclad Bank,Ironclad,Regional Commercial,,,12.312,1.242,3.099,57.29,0.664,Wholesale,Retail loans,South,,
2002,Ironclad Bank,Ironclad,Regional Commercial,,,13.287,1.255,3.33,54.13,0.959,Wholesale,Retail loans,West,,
2003,Ironclad Bank,Ironclad,Regional Commercial,,,12.893,0.925,3.151,58.61,0.851,Core,Retail loans,South,,
2004,Ironclad Bank,Ironclad,Regional Commercial,,,14.662,1.365,3.305,55.11,0.884,Wholesale,Retail loans,Northeast,,
2005,Ironclad Bank,Ironclad,Regional Commercial,,,14.337,1.208,3.198,58.78,0.673,Wholesale,Retail loans,Northeast,,
2006,Ironclad Bank,Ironclad,Regional Commercial,,,14.509,1.011,3.163,58.11,1.107,Core,Retail loans,Midwest,,
2007,Ironclad Bank,Ironclad,Regional Commercial,,,14.568,1.049,3.173,57.21,0.557,Wholesale,Retail loans,Midwest,,
2008,Ironclad Bank,Ironclad,Regional Commercial,,,15.627,0.483,3.284,62.27,1.869,Wholesale,Retail loans,South,,
2009,Ironclad Bank,Ironclad,Regional Commercial,,,15.739,0.465,3.089,61.42,2.962,Wholesale,Retail loans,Northeast,,
2010,Ironclad Bank,Ironclad,Regional Commercial,,,16.841,0.912,3.375,54.1,3.279,Core,Retail loans,West,,
2011,Ironclad Bank,Ironclad,Regional Commercial,,,16.454,0.678,3.322,57.46,1.162,Wholesale,Retail loans,South,,
2012,Ironclad Bank,Ironclad,Regional Commercial,,,17.29,0.88,3.022,58.18,0.798,Wholesale,Retail loans,Northeast,,
2012,Ironclad Bank,Ironclad,Regional Commercial,,,16.859,0.83,3.017,59.01,0.782,Core,C&I loans,Midwest,,
2013,Ironclad Bank,Ironclad,Regional Commercial,,,17.787,1.137,3.347,60.32,0.832,Core,Retail loans,South,,
2014,Ironclad Bank,Ironclad,Regional Commercial,,Hybrid-channel,17.839,0.793,3.182,61.63,1.115,Wholesale,Retail loans,South,,
